"state","year","rate_real_2024","rate_nominal","resi_rate_real","sales_mwh","gen_gwh_total","gen_gwh_solar","gen_gwh_wind","gen_gwh_gas","coal_retirements_twh","utility_owned_gen","gas_hub_price","gas_hub_price_real","pou_pct","switching_pct","ami_pct","btm","ee","dr_mw_per_twh_potential","ev_pct","saifi","expected_loss_mwh","expected_loss_fire_mwh","region"
"NY",2017,18.4235517727654,14.74,22.5357285253027,144992433,128025,183,4136,47272,0,0.288535859056265,30.4274404885181,38.0313110687214,0.188962752795488,0.523865676493614,0.015706216420268,0.00931120074789169,0.0928811651113974,4.57391530030028,0.000820401822339367,0.224,9.59343025277661,0.0167576669246086,"northeast"
"NY",2018,18.1444733139976,14.83,22.6591804298877,149929851,132521,297,3998,50810,0,0.28054970336627,41.7563058239989,51.0887509585077,0.188187370085256,0.511158341643386,0.0298216052367561,0.011316032141866,0.0946660539921771,6.14714001134439,0.0013497509491797,0.357,9.27750400529569,0.0162058114684755,"northeast"
"NY",2019,17.2679700213815,14.34,21.6030252568747,145600345,131603,524,4456,47612,2.45055203908725,0.278506717442055,26.8461077393433,32.3275999744601,0.190310626996889,0.497941361334,0.076409295104142,0.0142177478316536,0.103864620903627,5.51671573809464,0.00200048707511394,0.241,9.55337566793462,0.0166877001479813,"northeast"
"NY",2020,17.6754928034356,14.87,21.8239440397497,140406632,129430,840,4522,52966,5.06142316309975,0.267716535433071,18.5332913082148,22.0299298683474,0.193844669943004,0.472353407066982,0.121804488623875,0.0174917216496289,0.11381675262442,6.28657034375678,0.0028427174984086,0.292,9.90675991121192,0.0173049866960887,"northeast"
"NY",2021,18.4302826944847,16.11,22.2856553003453,141423778,124772,1159,4156,56343,0,0.263902711595326,40.0073226009599,45.7694764360731,0.198647854144806,0.465729065730375,0.164368644587788,0.0209764747580974,0.118778106002163,5.99251076380421,0.00456151452829194,0.168,9.83550865941288,0.0171805260272613,"northeast"
"NY",2022,19.6037089872082,18.33,23.614287748912,143210517,125185,1785,4568,60312,0,0.261577920241126,79.713250857333,85.2523389106101,0.199566003637285,0.450849500110386,0.180953664896292,0.0245356048980184,0.122176996030269,6.33357405387063,0.0074913986007801,0.206,9.71279779100222,0.0169661764352308,"northeast"
"NY",2023,18.8981572154271,18.28,22.9920687347428,139421936,124040,2236,4800,58428,0,0.256545671450198,25.2605048577561,26.1147151062874,0.202545272186753,0.44570636287822,0.205441055824477,0.0284116679247577,0.129604069356032,10.9863234790328,0.0116003746046331,0.139,9.97672843365111,0.017427206711594,"northeast"
"NY",2024,19.66,19.66,24.37,140380000,131671,3380,5991,64153,0,0.250880089509879,25.4605509970427,25.4605509970427,NA,NA,NA,0.0311683416692507,0.134753474483672,NA,NA,NA,9.90863935864002,0.0173082696880084,"northeast"
"OH",2010,12.7567066898667,9.14,15.7853777529969,154145418,143598,13,13,7128,3.56829482304767,0.199473826905119,NA,NA,0.0879071327576324,0.316685514453631,0.3157283673438,0.000115553834481457,0.00801297752177943,NA,NA,NA,4.88840142266189,0.0238703148251116,"midwest"
"OH",2011,12.210135371118,9.03,15.4418323298082,154746310,135586,15,198,12338,0,0.194974130835261,NA,NA,0.08051149663418,0.428755942548808,0.410647401776863,0.00024037916145008,0.019299175699694,NA,NA,NA,4.86941937838783,0.0237776245295182,"midwest"
"OH",2012,12.0866015518028,9.12,15.5853546325879,152456864,129746,37,985,22665,10.6037951073636,0.247308530311076,NA,NA,0.0752094443178326,0.52751402521306,0.430406836818516,0.000552075928217193,0.0294284011258632,NA,NA,NA,4.94254348986223,0.0241346933156675,"midwest"
"OH",2013,12.0241436737633,9.2,15.696735382815,150307018,137284,46,1146,21694,2.72646484659538,0.247076685278933,48.3224455873897,63.156090044607,0.0726171753359229,0.619755698965434,0.175841004241172,0.000525749315076598,0.0378823328985237,39.5731767714221,NA,0.224,5.01323684465626,0.0244798925922968,"midwest"
"OH",2014,12.5332154818676,9.73,16.1012531884219,150679713,134503,54,1153,23663,6.45933547950603,0.24698068184935,56.0604443663181,72.2114726878021,0.0725517794999162,0.644927290245104,0.181812137866566,0.000578885938406476,0.0471477621604948,1.58541722172809,NA,0.096,5.00083697828659,0.024419343408946,"midwest"
"OH",2015,12.9249034387405,9.98,16.5770304625128,149213224,123079,56,1203,29220,17.4302683642214,0.246923108539488,30.4285137656366,39.4073749704647,0.0732553566220566,0.652391881834816,0.435614018619813,0.000681155240046048,0.0554418979841273,2.03555255789651,NA,0.064,5.04998592248105,0.0246593402238157,"midwest"
"OH",2016,12.636228467815,9.84,16.0135944099242,150597796,119886,66,1245,29906,0.717348147406703,0.245526351627401,28.2759391337993,36.3111003086098,0.0723681762970586,0.67239864519664,0.451376220506646,0.000788040811777649,0.0617370745908117,0.455416203941375,0.000257711521687416,0.119,5.00355716127486,0.0244326262019693,"midwest"
"OH",2017,12.429595343536,9.84,15.9538403647215,146643831,120814,105,1589,30060,5.0507391527472,0.224996880069887,33.0336498276006,41.7271239915797,0.0708710812989054,0.691718010285751,0.204588726183419,0.000943657770289943,0.0709267473059478,0.34055859647004,0.000363600628930818,0.217,5.13846832498539,0.0250914043326407,"midwest"
