"timeframe","state","rps"
"2019-2020","DE",0
"2019-2020","IA",0
"2019-2020","IL",0
"2019-2020","MA",0.0203499036983613
"2019-2020","MD",0.0307079587745399
"2019-2020","ME",0.0332969442765479
"2019-2020","MI",0.0185409879781357
"2019-2020","MN",0
"2019-2020","MO",0.0232990263293632
"2019-2020","NC",0
"2019-2020","NH",0.0130467141129157
"2019-2020","NJ",0
"2019-2020","NM",0.0105390911479818
"2019-2020","NV",0.00328778070509214
"2019-2020","NY",0.0417483026204771
"2019-2020","OH",0
"2019-2020","OR",0
"2019-2020","PA",0.000847363453967931
"2019-2020","RI",0.0234485648499106
"2019-2020","TX",0
"2019-2020","VA",0
"2019-2020","VT",0
"2019-2020","WA",0.022724431219004
"2019-2020","WI",0
"2019-2021","AZ",0.000654558659741917
"2019-2021","CA",0.00309588409751598
"2019-2021","CO",0.00371471944065641
"2019-2021","CT",0.0337196435467374
"2019-2021","DE",0
"2019-2021","IA",0
"2019-2021","IL",0.00232162855649946
"2019-2021","MA",0.0332925163871876
"2019-2021","MD",0.0415926170091793
"2019-2021","ME",0.0562896201124275
"2019-2021","MI",0.0362819817700605
"2019-2021","MN",0
"2019-2021","MO",0.0432816248492935
"2019-2021","NC",0
"2019-2021","NH",0.0203862287593653
"2019-2021","NJ",0
"2019-2021","NM",0.0206424531314823
"2019-2021","NV",0.0120795655678931
"2019-2021","NY",0.0541684752189289
"2019-2021","OH",0
"2019-2021","OR",0
"2019-2021","PA",0.000215539755174829
"2019-2021","RI",0.0369847389389561
"2019-2021","TX",0
"2019-2021","VA",0.000613352506658061
"2019-2021","VT",0.0049755520329829
"2019-2021","WA",0.0394089842117534
"2019-2021","WI",0
"2019-2022","AZ",0.000758156092256597
"2019-2022","CA",0.0105969738650183
"2019-2022","CO",0.00360263685473936
"2019-2022","CT",0.0457284106937439
"2019-2022","DE",0
"2019-2022","IA",0
"2019-2022","IL",0.0233930361873649
"2019-2022","MA",0.0454820898617455
"2019-2022","MD",0.0232760611029513
"2019-2022","ME",0.0855728967635731
"2019-2022","MI",0.0344514656739924
"2019-2022","MN",0
"2019-2022","MO",0.0446710806131672
"2019-2022","NC",0
"2019-2022","NH",0.0254085971511998
"2019-2022","NJ",0
"2019-2022","NM",0.0185365963061131
"2019-2022","NV",0.027809684075008
"2019-2022","NY",0.0611442939182667
"2019-2022","OH",0
"2019-2022","OR",0
"2019-2022","PA",0
"2019-2022","RI",0.0534784067380024
"2019-2022","TX",0
"2019-2022","VA",0.000809888846139839
"2019-2022","VT",0.0124417179596534
"2019-2022","WA",0.0526467501338454
"2019-2022","WI",0
"2019-2023","AZ",0.000905502394032941
"2019-2023","CA",0.0149685923465813
"2019-2023","CO",0.00309827406440985
"2019-2023","CT",0.0512369815657328
"2019-2023","DE",0
"2019-2023","IA",0
"2019-2023","IL",0.0330068851974514
"2019-2023","MA",0.0541919392230213
"2019-2023","MD",0.025660077617236
"2019-2023","ME",0.0974160880913911
"2019-2023","MI",0.0317789067135643
"2019-2023","MN",0
"2019-2023","MO",0.0417554063882731
"2019-2023","NC",0
"2019-2023","NH",0.0285971635718488
"2019-2023","NJ",0
"2019-2023","NM",0.0603591925992038
"2019-2023","NV",0.051430906756722
"2019-2023","NY",0.0887550963344034
"2019-2023","OH",0
"2019-2023","OR",0
"2019-2023","PA",0
"2019-2023","RI",0.0820053076403588
"2019-2023","TX",0
"2019-2023","VA",0.000956165854572801
"2019-2023","VT",0.0171608526311751
"2019-2023","WA",0.0571931124443449
"2019-2023","WI",0
"2019-2024","AZ",0.00117630790379042
"2019-2024","CA",0.0246284316707638
"2019-2024","CO",0.00323352170314513
"2019-2024","CT",0.0735786316982548
"2019-2024","DE",0.0196119539171297
"2019-2024","IA",0
"2019-2024","IL",0.0537273572643742
"2019-2024","MA",0.0692207874681964
"2019-2024","MD",0.0951743494220923
"2019-2024","ME",0.127246113884413
"2019-2024","MI",0.0327092326537586
"2019-2024","MN",0
"2019-2024","MO",0.0428127883595896
"2019-2024","NC",0
"2019-2024","NH",0.0394653827040709
"2019-2024","NJ",0.0429309990855869
"2019-2024","NM",0.0714794699484698
"2019-2024","NV",0.133790218852255
"2019-2024","NY",0.129099066014752
"2019-2024","OH",0.008697478654742
"2019-2024","OR",0
"2019-2024","PA",0.00245755581979294
"2019-2024","RI",0.131374423076266
"2019-2024","TX",0
"2019-2024","VA",0.0824321617268959
"2019-2024","VT",0.0270907301585919
"2019-2024","WA",0.0589089177639038
"2019-2024","WI",0
"2020-2021","AZ",0.000622366605842742
"2020-2021","CA",0.00338328572851401
"2020-2021","CO",0.000283067355400858
"2020-2021","CT",0.0387147644118991
"2020-2021","DE",0
"2020-2021","IA",0
"2020-2021","IL",7.69510301634862e-05
"2020-2021","MA",0.0243523905650422
"2020-2021","MD",0.0432566916204742
"2020-2021","ME",0.0515635893994311
"2020-2021","MI",0.0349507339909629
"2020-2021","MN",0
"2020-2021","MO",0.0450717800315961
"2020-2021","NC",0
"2020-2021","NH",0.0168639176623648
"2020-2021","NJ",0
"2020-2021","NM",0.0177885636991011
"2020-2021","NV",0.00498150914556541
"2020-2021","NY",0.0643901309112957
"2020-2021","OH",0
"2020-2021","OR",0
"2020-2021","PA",0
"2020-2021","RI",0.0308100415947641
"2020-2021","TX",0
"2020-2021","VA",0.000619530223465923
"2020-2021","VT",0.00506533572046297
"2020-2021","WA",0.0146853217229912
"2020-2021","WI",0
"2020-2022","AZ",0.000720868980669783
"2020-2022","CA",0.00929298733829326
"2020-2022","CO",0.000401585976472832
"2020-2022","CT",0.0482210584100115
"2020-2022","DE",0
"2020-2022","IA",0
"2020-2022","IL",0.0232525328843663
"2020-2022","MA",0.0379944205393988
"2020-2022","MD",0.0239575096989994
"2020-2022","ME",0.0836693806501949
"2020-2022","MI",0.0335491190596734
"2020-2022","MN",0
"2020-2022","MO",0.0465187045583672
"2020-2022","NC",0
"2020-2022","NH",0.0212674625166995
"2020-2022","NJ",0
"2020-2022","NM",0.0150383690137145
"2020-2022","NV",0.0633412948807549
"2020-2022","NY",0.0716239887057127
"2020-2022","OH",0
"2020-2022","OR",0
"2020-2022","PA",0
"2020-2022","RI",0.0482252106429865
"2020-2022","TX",0
"2020-2022","VA",0.000818046086687462
"2020-2022","VT",0.0126662283877627
"2020-2022","WA",0.0149419469051697
"2020-2022","WI",0
"2020-2023","AZ",0.00086096859795417
"2020-2023","CA",0.0173137749255412
"2020-2023","CO",0
"2020-2023","CT",0.0517357602292201
"2020-2023","DE",0
"2020-2023","IA",0
"2020-2023","IL",0.0332909556462533
"2020-2023","MA",0.0484257807137711
"2020-2023","MD",0.0264694212531435
"2020-2023","ME",0.0932162364619583
"2020-2023","MI",0.0312357599171536
"2020-2023","MN",0
"2020-2023","MO",0.0434824362166446
"2020-2023","NC",0
"2020-2023","NH",0.0240502312275878
"2020-2023","NJ",0
"2020-2023","NM",0.016664697783099
"2020-2023","NV",0.0746713147478612
"2020-2023","NY",0.100256128799468
"2020-2023","OH",0
"2020-2023","OR",0
"2020-2023","PA",0
"2020-2023","RI",0.0793136353894944
"2020-2023","TX",0
"2020-2023","VA",0.000965796404390038
"2020-2023","VT",0.0174705197031534
"2020-2023","WA",0.0163257129736965
"2020-2023","WI",0
"2020-2024","AZ",0.00111845553734892
"2020-2024","CA",0.0212246750452741
"2020-2024","CO",2.93719910065764e-05
"2020-2024","CT",0.0747389557409015
"2020-2024","DE",0.0122868130047923
"2020-2024","IA",0
"2020-2024","IL",0.0360311796859264
"2020-2024","MA",0.0673001906632795
"2020-2024","MD",0.0563655115893533
"2020-2024","ME",0.123064044095039
"2020-2024","MI",0.0311879412169355
"2020-2024","MN",0
"2020-2024","MO",0.0445835521702739
"2020-2024","NC",0
"2020-2024","NH",0.0351078737684409
"2020-2024","NJ",0.0434298535254847
"2020-2024","NM",0.0221431618919407
"2020-2024","NV",0.125200159288758
"2020-2024","NY",0.142092442515249
"2020-2024","OH",0.00563426221537711
"2020-2024","OR",0
"2020-2024","PA",0.000747880863463604
"2020-2024","RI",0.130354751647838
"2020-2024","TX",0
"2020-2024","VA",0.0677881398284882
"2020-2024","VT",0.0275795815732776
"2020-2024","WA",0.0170644947681704
"2020-2024","WI",0
"2021-2022","AZ",0.00072743760495415
"2021-2022","CA",0.00734184145092237
"2021-2022","CO",0.000379636930238711
"2021-2022","CT",0.023470092906743
"2021-2022","DE",0
"2021-2022","IA",0
"2021-2022","IL",0.0191694760361988
"2021-2022","MA",0.0213390297546725
"2021-2022","MD",0.0200998408664414
"2021-2022","ME",0.053494255300216
"2021-2022","MI",0.0317016772385016
"2021-2022","MN",0
"2021-2022","MO",0.019039054478335
"2021-2022","NC",0
"2021-2022","NH",0.0105923824541534
"2021-2022","NJ",0
"2021-2022","NM",0.00390127599542927
"2021-2022","NV",0.0620460664343413
"2021-2022","NY",0.0743560153603098
"2021-2022","OH",0
"2021-2022","OR",0
"2021-2022","PA",0
"2021-2022","RI",0.0303829526377294
"2021-2022","TX",0
"2021-2022","VA",0.000765853671947093
"2021-2022","VT",0.0124761236669793
"2021-2022","WA",0.016227877727133
"2021-2022","WI",0
"2021-2023","AZ",0.000868813822803968
"2021-2023","CA",0.0100210544575088
"2021-2023","CO",0
"2021-2023","CT",0.0280182985578878
"2021-2023","DE",0
"2021-2023","IA",0
"2021-2023","IL",0.0306978158468976
"2021-2023","MA",0.0364858395721239
"2021-2023","MD",0.022540808000115
"2021-2023","ME",0.0614871586965634
"2021-2023","MI",0.0295512092448518
"2021-2023","MN",0
"2021-2023","MO",0.0160823339200431
"2021-2023","NC",0
"2021-2023","NH",0.0137938808409575
"2021-2023","NJ",0
"2021-2023","NM",0.00606913285686163
"2021-2023","NV",0.0574416880367161
"2021-2023","NY",0.102782227800458
"2021-2023","OH",0
"2021-2023","OR",0
"2021-2023","PA",0
"2021-2023","RI",0.0610219100163726
"2021-2023","TX",0
"2021-2023","VA",0.000904177325327149
"2021-2023","VT",0.0172083083985383
"2021-2023","WA",0.0192765436456566
"2021-2023","WI",0
"2021-2024","AZ",0.00112864700681233
"2021-2024","CA",0.0160961129587086
"2021-2024","CO",9.41076260004014e-06
"2021-2024","CT",0.0512777567943339
"2021-2024","DE",0.000120081009407842
"2021-2024","IA",0
"2021-2024","IL",0.0393509950917158
"2021-2024","MA",0.055373211216779
"2021-2024","MD",0.0237405446599206
"2021-2024","ME",0.0910911166537996
"2021-2024","MI",0.0295047326316784
"2021-2024","MN",0
"2021-2024","MO",0.0171546015231469
"2021-2024","NC",0
"2021-2024","NH",0.0249548986696413
"2021-2024","NJ",0.000318727761199194
"2021-2024","NM",0.00706423935931081
"2021-2024","NV",0.112562875187625
"2021-2024","NY",0.144317647000815
"2021-2024","OH",3.97863753195529e-05
"2021-2024","OR",0
"2021-2024","PA",-3.56055394259574e-06
"2021-2024","RI",0.11075727320325
"2021-2024","TX",0
"2021-2024","VA",0.00137780282252111
"2021-2024","VT",0.0271656455148236
"2021-2024","WA",0.0207413185399266
"2021-2024","WI",0
"2022-2023","AZ",0.000838099395489246
"2022-2023","CA",0.0118950109173275
"2022-2023","CO",0
"2022-2023","CT",0.0143096302621507
"2022-2023","DE",0
"2022-2023","IA",0
"2022-2023","IL",0.0302193118793464
"2022-2023","MA",0.0295426180776654
"2022-2023","MD",0.0190019565204808
"2022-2023","ME",0.0287534808274435
"2022-2023","MI",0.0289744411889465
"2022-2023","MN",0
"2022-2023","MO",0.00935354469253082
"2022-2023","NC",0
"2022-2023","NH",0.00803765511638316
"2022-2023","NJ",0
"2022-2023","NM",0.00576494969211058
"2022-2023","NV",0
"2022-2023","NY",0.123209200618545
"2022-2023","OH",0
"2022-2023","OR",0
"2022-2023","PA",0
"2022-2023","RI",0.0504278529874222
"2022-2023","TX",0
"2022-2023","VA",0.000856191692819513
"2022-2023","VT",0.0170265671887365
"2022-2023","WA",0.0141418800906341
"2022-2023","WI",0
"2022-2024","AZ",0.00108874692057425
"2022-2024","CA",0.0145627344214409
"2022-2024","CO",4.67395413371632e-06
"2022-2024","CT",0.0394720499690698
"2022-2024","DE",0
"2022-2024","IA",0
"2022-2024","IL",0.0389480508884292
"2022-2024","MA",0.0467786302963856
"2022-2024","MD",0.0200106422536658
"2022-2024","ME",0.0601707341491432
"2022-2024","MI",0.0289283460253055
"2022-2024","MN",0
"2022-2024","MO",0.0103918546522168
"2022-2024","NC",0
"2022-2024","NH",0.019918371615678
"2022-2024","NJ",0
"2022-2024","NM",0.00669547381744306
"2022-2024","NV",0.0172284759529316
"2022-2024","NY",0.164226410996525
"2022-2024","OH",0
"2022-2024","OR",0
"2022-2024","PA",0
"2022-2024","RI",0.0976442815795909
"2022-2024","TX",0
"2022-2024","VA",0.00102077625283497
"2022-2024","VT",0.0268787423999695
"2022-2024","WA",0.0147428022358411
"2022-2024","WI",0
"2023-2024","AZ",0.00106692249822707
"2023-2024","CA",0.015316086577813
"2023-2024","CO",0.000351390624695449
"2023-2024","CT",0.0534283503200923
"2023-2024","DE",0
"2023-2024","IA",0
"2023-2024","IL",0.0386514850832489
"2023-2024","MA",0.0454231667440744
"2023-2024","MD",0.0209201569031418
"2023-2024","ME",0.0725848103704434
"2023-2024","MI",0.027791259082243
"2023-2024","MN",0
"2023-2024","MO",0
"2023-2024","NC",0
"2023-2024","NH",0.0252896875533904
"2023-2024","NJ",0
"2023-2024","NM",0.00335407045847175
"2023-2024","NV",0
"2023-2024","NY",0.199211416118714
"2023-2024","OH",0
"2023-2024","OR",0
"2023-2024","PA",0
"2023-2024","RI",0.111618170866641
"2023-2024","TX",0
"2023-2024","VA",0.00102036053176321
"2023-2024","VT",0.027412145849394
"2023-2024","WA",0.00786701956263541
"2023-2024","WI",0
