GEOID,NAME,treated,total_population,pct_white,pct_hs_or_above,median_household_income,total_housing_units,propensity_score,log_total_population,log_median_household_income,log_total_housing_units,group,weight
51177020113,"Census Tract 201.13, Spotsylvania County, Virginia",0,4445,81.01237345331833,89.27161822748475,93817.0,1421,0.020779593112439577,8.399535147948004,11.449101355246707,7.259116128097101,control,1.0
51177020202,"Census Tract 202.02, Spotsylvania County, Virginia",0,4862,69.16906622788976,90.23228111971412,73686.0,1992,0.016404000824468985,8.48920515487607,11.207568100838438,7.596894438144544,control,1.0
51003010300,"Census Tract 103, Albemarle County, Virginia",0,8804,81.64470695138574,87.61151321326376,79576.0,3468,0.017927296776966126,9.082961442646353,11.28446781883225,8.151333337900432,control,1.0
51107610102,"Census Tract 6101.02, Loudoun County, Virginia",0,3650,94.73972602739728,95.64681724845995,124659.0,1342,0.022353927049490928,8.202482446576537,11.733337288511319,7.201916317531627,control,1.0
51107610201,"Census Tract 6102.01, Loudoun County, Virginia",0,4270,90.60889929742387,95.36118980169972,141250.0,1556,0.05375837985075617,8.35936910622267,11.858286649008688,7.349873704738337,control,1.0
51107610506,"Census Tract 6105.06, Loudoun County, Virginia",0,6101,55.449926241599734,87.01164294954722,118750.0,1897,0.21599314988469676,8.716207971151853,11.684775721896887,7.5480289699350145,control,0.25
51099040300,"Census Tract 403, King George County, Virginia",0,8070,82.30483271375465,93.45215759849908,83631.0,2941,0.016717376578331812,8.995908761263994,11.334169543735626,7.9865049385539955,control,1.0
51013102802,"Census Tract 1028.02, Arlington County, Virginia",0,1348,90.13353115727004,95.73361082206036,127750.0,533,0.015096746453055964,7.206377291472252,11.75783050806595,6.278521424165844,control,1.0
51730810300,"Census Tract 8103, Petersburg city, Virginia",0,2504,21.24600638977636,75.0,36875.0,1315,0.015153078234255648,7.825644732219989,10.51528909364212,7.181591944611865,control,1.0
51059450601,"Census Tract 4506.01, Fairfax County, Virginia",0,4309,57.94847992573683,88.78980891719746,133466.0,1410,0.22097348339972078,8.368461137615839,11.801602042737622,7.251344983372214,control,0.25
51127700300,"Census Tract 7003, New Kent County, Virginia",0,8987,81.17280516301324,92.15348472983555,76129.0,3519,0.013375859862583347,9.103534367658373,11.240184548787743,8.165932137321585,control,1.0
51059480201,"Census Tract 4802.01, Fairfax County, Virginia",0,4607,70.41458649880616,98.6166615431909,220469.0,1560,0.3976002950664598,8.435332164935916,12.303512374416236,7.352441100243583,control,0.25
51179010404,"Census Tract 104.04, Stafford County, Virginia",0,6583,80.89017165426098,97.74069319640564,83951.0,2209,0.013691944245559372,8.792245847467877,11.337988574287035,7.700295203420117,control,1.0
51179010105,"Census Tract 101.05, Stafford County, Virginia",0,7691,62.35860096216357,96.00082884376296,110634.0,2387,0.12916476347251787,8.947806093057054,11.61398273493322,7.77779262633883,control,0.5
51179010108,"Census Tract 101.08, Stafford County, Virginia",0,5993,59.63624228266311,95.27658499621116,103878.0,2130,0.10745488611065257,8.698347400458186,11.55097241260713,7.6638772587034705,control,0.5
51107611013,"Census Tract 6110.13, Loudoun County, Virginia",0,4340,62.35023041474654,96.62162162162164,144638.0,1417,0.20418127491434074,8.375629627094451,11.881989348096775,7.256297239690681,control,0.25
51153901203,"Census Tract 9012.03, Prince William County, Virginia",0,4649,54.78597547859755,84.2502696871629,83375.0,1201,0.0672036959352886,8.444407421690585,11.331103783217925,7.0909098220799835,control,1.0
51075400200,"Census Tract 4002, Goochland County, Virginia",0,4037,83.32920485509041,92.96448087431692,90174.0,1806,0.013018003305123286,8.30325712085294,11.409496416162149,7.498869733976931,control,1.0
51059430400,"Census Tract 4304, Fairfax County, Virginia",0,6862,65.97201981929467,91.62475399081563,120500.0,2321,0.14710398217851195,8.833754223418396,11.699405031912846,7.749753406274437,control,1.0
51059432800,"Census Tract 4328, Fairfax County, Virginia",0,2302,55.125977410947,92.10006583278472,115000.0,777,0.1118933085144237,7.741533589281828,11.652687407345388,6.655440350367647,control,0.5
51059480300,"Census Tract 4803, Fairfax County, Virginia",0,8164,77.73150416462519,98.71228137612916,250001.0,2365,0.4831637089444509,9.007489523929735,12.429220196836383,7.768533300926033,control,0.5
51800075403,"Census Tract 754.03, Suffolk city, Virginia",0,4538,49.22873512560599,93.02949061662198,80000.0,1789,0.06591412487214907,8.420241665339788,11.289781913656018,7.489412083508719,control,1.0
51087201201,"Census Tract 2012.01, Henrico County, Virginia",0,7052,38.96766874645491,85.81826202029113,41333.0,2881,0.01300584507980336,8.861066543517762,10.629416491370417,7.9658927350845286,control,1.0
51153900802,"Census Tract 9008.02, Prince William County, Virginia",0,7174,33.7468636743797,86.26834381551363,78611.0,2781,0.18557045755122803,8.878218658092228,11.272266917734749,7.930565854233965,control,1.0
51153900904,"Census Tract 9009.04, Prince William County, Virginia",0,5334,39.12635920509936,95.20420792079209,113594.0,1590,0.28236908415704937,8.58185670474196,11.640385966972918,7.371489295214277,control,0.25
51153901011,"Census Tract 9010.11, Prince William County, Virginia",0,5529,59.79381443298969,96.51481888035126,141071.0,1787,0.23472049455954697,8.617762246337932,11.857018588722802,7.488293515159428,control,0.25
51013103402,"Census Tract 1034.02, Arlington County, Virginia",0,5793,68.1339547730019,99.73360655737706,112851.0,4313,0.09247731914007179,8.664405571096625,11.633823643526757,8.369388996647842,control,0.3333333333333333
51650010502,"Census Tract 105.02, Hampton city, Virginia",0,2876,11.8567454798331,90.55489964580876,33681.0,1366,0.012985175238193954,7.964155718840937,10.424689159126888,7.2196420401307355,control,1.0
51003011202,"Census Tract 112.02, Albemarle County, Virginia",0,3522,85.23566155593413,95.91121495327104,100455.0,1478,0.01536648300246704,8.166784289056151,11.51746514501226,7.298445101508147,control,1.0
51041100506,"Census Tract 1005.06, Chesterfield County, Virginia",0,6924,65.1790872328134,84.57327693456084,60521.0,2295,0.013078455062871598,8.8427489162961,11.010745691229099,7.738488122494646,control,1.0
51013101100,"Census Tract 1011, Arlington County, Virginia",0,5945,88.67956265769554,97.52165543792108,181629.0,2309,0.15848874721505574,8.690305809124883,12.109721424029935,7.744569809354496,control,1.0
51013101300,"Census Tract 1013, Arlington County, Virginia",0,6966,84.52483491243181,97.39273249846028,182308.0,2378,0.2012570149353276,8.848796450925947,12.113452843412066,7.774015077250727,control,0.25
51033030500,"Census Tract 305, Caroline County, Virginia",0,11701,71.39560721305871,86.6445509276324,61778.0,4914,0.014466241210776793,9.367429587218957,11.031302593012333,8.499843553081124,control,1.0
51059420201,"Census Tract 4202.01, Fairfax County, Virginia",0,4282,54.01681457262961,90.18955769870304,129803.0,1313,0.23008648864894043,8.362175469149628,11.773773195465777,7.180069874302796,control,0.25
51059422302,"Census Tract 4223.02, Fairfax County, Virginia",0,5301,62.950386719486886,93.43601895734596,116582.0,2705,0.13380810516849945,8.575650760987806,11.66635016705369,7.902857191280582,control,1.0
51059431300,"Census Tract 4313, Fairfax County, Virginia",0,4231,72.74875915859134,95.3280659567159,134722.0,1416,0.10963416533072318,8.350193650720067,11.81096867497166,7.255591274253665,control,0.5
51710002700,"Census Tract 27, Norfolk city, Virginia",0,2935,13.049403747870528,79.73568281938326,32180.0,1157,0.013123998829238665,7.984462732262196,10.379100420546374,7.053585727193677,control,1.0
