GEOID,NAME,treated,total_population,pct_white,pct_hs_or_above,median_household_income,total_housing_units,propensity_score,log_total_population,log_median_household_income,log_total_housing_units,group,weight
51059482501,"Census Tract 4825.01, Fairfax County, Virginia",1,9193,35.24420754922223,91.65701042873695,109157.0,3579,0.38054748793592885,9.126197603863755,11.600542491850264,8.182838710766026,treated,1.0
51107611018,"Census Tract 6110.18, Loudoun County, Virginia",1,2724,56.24082232011748,90.4320987654321,69967.0,1231,0.019030728746804098,7.909856667269403,11.155778981302682,7.115582126184454,treated,1.0
51153901304,"Census Tract 9013.04, Prince William County, Virginia",1,2391,89.75324132162275,90.63981042654028,109479.0,934,0.014120678968649655,7.779466967458324,11.603488029024481,6.839476438228843,treated,1.0
51153901409,"Census Tract 9014.09, Prince William County, Virginia",1,6928,71.49249422632793,95.62764456981664,118574.0,2389,0.10223374080454556,8.843326450242271,11.683292517229301,7.77863014732581,treated,1.0
51683910402,"Census Tract 9104.02, Manassas city, Virginia",1,5996,67.5783855903936,88.5482645046871,112813.0,1729,0.10850569014055067,8.698847859222488,11.633486859632479,7.455298485683291,treated,1.0
51107611601,"Census Tract 6116.01, Loudoun County, Virginia",1,4356,61.84573002754821,88.72842550193731,99153.0,1543,0.07841147835308464,8.37930948405285,11.504419390676285,7.341483852363161,treated,1.0
51107611801,"Census Tract 6118.01, Loudoun County, Virginia",1,7213,53.37584916123666,97.7845351867941,140167.0,2466,0.313524556766657,8.883640232503673,11.850589847845487,7.81035268372429,treated,1.0
51107611804,"Census Tract 6118.04, Loudoun County, Virginia",1,6264,58.42911877394637,93.88832997987927,151920.0,2056,0.31720001134317266,8.74257423767064,11.931109345486167,7.628517626575055,treated,1.0
51107611806,"Census Tract 6118.06, Loudoun County, Virginia",1,10163,54.09819935058545,96.95091305076228,149078.0,3001,0.39111878694934143,9.226508953137767,11.912224937887428,8.006700845440367,treated,1.0
51107611004,"Census Tract 6110.04, Loudoun County, Virginia",1,8393,69.41498868104374,95.6806023380226,131202.0,2721,0.1670205105702397,9.035153304082828,11.784493399278377,7.908754738783246,treated,1.0
51093280200,"Census Tract 2802, Isle of Wight County, Virginia",0,4231,68.35263531080122,86.71974522292993,76515.0,1620,0.02006109160291365,8.350193650720067,11.245242079025136,7.3901814282264295,control,1.0
51550021009,"Census Tract 210.09, Chesapeake city, Virginia",0,4278,85.76437587657783,96.36998254799302,103942.0,1426,0.019339648666820128,8.361240889642351,11.55158833024762,7.262628600974241,control,1.0
51059440800,"Census Tract 4408, Fairfax County, Virginia",0,6510,77.12749615975423,93.73115036622146,154667.0,2190,0.17728663005782352,8.781094735202615,11.949029697710374,7.691656822810547,control,1.0
51013101404,"Census Tract 1014.04, Arlington County, Virginia",0,4972,74.19549477071601,100.0,123295.0,3058,0.08217211740393099,8.511577452630602,11.722335136829797,8.025516386489008,control,0.5
51179010205,"Census Tract 102.05, Stafford County, Virginia",0,6978,71.72542275723703,96.79413785207235,125139.0,2091,0.11585120553287459,8.85051762174672,11.737180398470402,7.645397699428633,control,0.5
51199050401,"Census Tract 504.01, York County, Virginia",0,3318,85.89511754068717,91.05691056910568,100700.0,1390,0.016310280083061877,8.10711747075039,11.519901078706654,7.237059026124737,control,1.0
51059461000,"Census Tract 4610, Fairfax County, Virginia",0,2522,72.6011102299762,96.57960199004977,143477.0,886,0.09823438455131145,7.8328075165248645,11.873930022590157,6.786716950605081,control,0.3333333333333333
51059492201,"Census Tract 4922.01, Fairfax County, Virginia",0,2872,82.48607242339833,99.1102323282254,202260.0,1002,0.18292994846313548,7.962763930168115,12.217309277456161,6.90975328164481,control,1.0
51059492500,"Census Tract 4925, Fairfax County, Virginia",0,4164,86.62343900096062,99.207716155701,180859.0,1428,0.1354429961894758,8.33423142973486,12.105473001140625,7.2640301428995295,control,1.0
51059452101,"Census Tract 4521.01, Fairfax County, Virginia",0,5518,53.280173976078295,78.05383022774328,104666.0,1699,0.18628554291053712,8.615770754777232,11.558529606775243,7.4377951216719325,control,1.0
51710004700,"Census Tract 47, Norfolk city, Virginia",0,3005,15.940099833610647,81.19834710743802,51667.0,183,0.05957431730380174,8.008032846969307,10.852574558825365,5.209486152841421,control,1.0
51059491000,"Census Tract 4910, Fairfax County, Virginia",0,1961,77.86843447220807,97.57477768795472,207554.0,597,0.19719038512914383,7.581209826196346,12.24314682575994,6.391917113392602,control,0.3333333333333333
51095080101,"Census Tract 801.01, James City County, Virginia",0,5611,77.36588843343432,93.69523402436418,110320.0,3141,0.05771046312038298,8.632484235750972,11.611140512467184,8.052296499538647,control,1.0
51059482202,"Census Tract 4822.02, Fairfax County, Virginia",0,3258,72.31430325352977,93.74105865522176,88750.0,2026,0.02176164527767051,8.08886878916199,11.393578707337662,7.613818684808629,control,1.0
51059482601,"Census Tract 4826.01, Fairfax County, Virginia",0,7103,63.24088413346474,96.19706136560067,150303.0,2370,0.2715812702592625,8.86827250899781,11.920408535621707,7.7706452341291765,control,0.25
51059491301,"Census Tract 4913.01, Fairfax County, Virginia",0,7319,54.77524251946987,88.60475549573799,96920.0,2142,0.13403352154293457,8.898228985601227,11.481641174930463,7.669495251007694,control,1.0
51810045423,"Census Tract 454.23, Virginia Beach city, Virginia",0,8629,70.40213234441998,92.3784494086728,97889.0,2862,0.06845119527141706,9.062883902508307,11.491589462655233,7.959275960116396,control,1.0
51059471402,"Census Tract 4714.02, Fairfax County, Virginia",0,3630,52.837465564738295,80.76305220883533,97813.0,1235,0.12089002736775034,8.196987927258897,11.49081277152463,7.118826249062078,control,0.5
51059480503,"Census Tract 4805.03, Fairfax County, Virginia",0,3399,79.37628714327744,97.74341830338489,146607.0,1224,0.08932645361082525,8.131236549696116,11.89551081627155,7.1098794630722715,control,0.3333333333333333
51059480802,"Census Tract 4808.02, Fairfax County, Virginia",0,3554,52.33539673607203,93.99209486166008,114722.0,1405,0.15564928013521234,8.175829008714597,11.650267089433225,7.247792581767846,control,1.0
