"timeframe","state","rate_delta","rate_delta_nominal","resi_rate_delta","rate_pct","wind_solar_delta","wind_solar_pct","load_delta","load_pct","btm_delta","ee_delta","ev_delta","gas_share","gas_exposure","gas_exposure_nominal","coal_retirements_twh","utility_owned_gen","pou_pct","switching_pct","dr_potential","region","iso","expected_loss_mwh","expected_loss_fire_mwh","rate_delta_pre","rate_delta_nominal_pre","rate_pct_pre","saifi_delta","ami_delta","ca","rps_sales_cost"
"2018-2024","ND",-3.0427107430962,-0.91,-1.2134551197234,-0.275540201485262,9.56387077539596,0.379730134252771,8958494,0.433415970367168,0.00589454435323362,-0.168798000617924,NA,0.0425730261100521,0.189131426989059,1.70981957344038,0,0.737104345317792,0.710653351679004,0,25.9698866349321,"midwest",1,10.7986714702657,0.434489382168396,0.325539207785399,0.710000000000001,0.0303754779619619,0.1005,0.102024413911681,0,0
"2018-2024","NE",-1.9890405053566,0.17,-1.5211677835162,-0.177925869792092,17.8665883561086,1.18446252720931,4048508,0.130852439335462,0.0953958300173715,-0.32677413243159,NA,0.0333316054631402,0.159558517510752,1.42602747366666,0,0.727195731912374,0.905492801323073,0,23.3481714195404,"midwest",1,18.4588978819096,0.141904143142454,-0.2438959847186,0.279999999999999,-0.0213514261355221,-0.2125,0.106637290548798,0,0
"2018-2024","NH",-0.221698656176599,3.58,-0.760672930048003,-0.0106525978412052,0.213748019316352,0.0897374055542629,-133284,-0.0120659581086273,2.40487945929311,2.86933248470883,NA,0.228970323324388,1.10002776847406,9.87101834152419,0,0.0011034467132314,0.0597601611232811,0.49721525546757,0.9868802047455,"northeast",1,12.2903424336496,0.0971145283787245,2.1845128451759,2.71,0.117275516942865,-0.1895,-0.00706246977158251,0,1.66410437923976
"2018-2024","NJ",0.213123267418197,3.17,0.5258979252392,0.0131664230808165,1.59938356035152,1.18468061270894,-2966762,-0.0390277344357288,2.41701393298951,2.54786154971707,NA,0.513703103970523,2.19608823185113,19.6503365987807,10.4026783392545,0.0129944857411093,0.0124660406171073,0.422473170369197,0.556847167027616,"northeast",1,22.2113409594406,0.341593144025768,-1.6587488346007,-0.469999999999999,-0.0929498844608216,-0.208,0.470842581888857,0,2.05248483364359
"2018-2024","NM",-2.5248130196799,-0.0499999999999989,-1.6662170149242,-0.213518219313733,26.0558724541441,1.14413328392246,6295389,0.26177765526666,1.53959051115038,0.92785975745731,NA,0.322500124305945,1.27805027332152,11.3120287755262,0,0.52708689015891,0.264085478579286,0,4.03434043543291,"west",0,8.71725338411906,3.06334249475271,-1.2346773205738,0.0999999999999996,-0.094542534846717,0.1295,0.103833691181887,0,0.948208522549141
"2018-2024","NV",0.5051733817513,2.8,0.0134722691757005,0.046072172350682,15.4172136312248,1.21474527597248,2852737,0.0755086591112402,3.80567646782158,-0.350208678173509,NA,0.617738185971743,2.78366562684017,24.7023031022295,0,0.664550865155473,0.113493434272585,0.13878541235319,7.6753257565323,"west",0,19.6127671459188,2.70318198422886,-1.784059627426,-0.359999999999999,-0.13993846937267,0.0685,0.00579966116331898,0,1.583130899872
"2018-2024","NY",1.5155266860024,4.83,1.7108195701123,0.0835255264661357,3.87598519341163,1.19592417652177,-9549851,-0.063695461152696,1.98523095273847,4.00874204914949,NA,0.435147888596004,1.81065748226239,16.2972598552734,7.511975202187,0.265668478433989,0.195516966165665,0.473956339793892,6.87713906498391,"northeast",1,9.90863935864002,0.0173082696880084,-1.9676769602577,-0.609999999999999,-0.0978352355877351,-0.1515,0.182677144995965,0,3.48791027100834
"2018-2024","OH",-0.939253062443999,1.44,0.503619872807199,-0.0762426956961676,3.35868854302689,2.29909329122114,1027833,0.00672158962491929,0.256925187819787,-1.31725576594545,NA,0.482530573461013,1.77192646122397,15.884071075005,57.642766583788,0.193586747628786,0.0733247356087715,0.674649851147531,4.48791017852563,"midwest",1,4.89482912927519,0.0239017016461186,0.2951093886807,0.74,0.0245430690689957,0.109,0.318431142010446,0,0.175913893467482
"2018-2024","OK",-1.0913493616548,0.99,-0.7099256396841,-0.107296418877234,9.55304902730912,0.303957798266364,8144684,0.126126893440212,0.306370016373962,1.10756514117742,NA,0.486952076750025,1.77680941279703,15.6093361751026,0,0.605555276521204,0.313117762170739,0,4.90718042523507,"south",1,12.7664831091569,1.06247213175955,-0.408922514351401,0.23,-0.0386495280219358,0.4735,0.0463533802848005,0,0
"2018-2024","OR",0.1675299225489,2.51,0.7437489886539,0.0149680920645402,5.92717039143887,0.473892757796124,9356096,0.189679159250685,0.582556467397476,-1.86224281361496,NA,0.334019919760704,1.43603312710149,12.7824873147378,0,0.646189555675779,0.322978261906022,0.0534195766723198,1.54795574071382,"west",0,24.3813602171285,1.14433702098789,-0.7234324600345,0.41,-0.0607115120116745,-0.2075,0.224757142439676,0,0
