year,pnode_id,pnode_name,type,avg_total_lmp,avg_energy,avg_congestion,avg_loss,hours,latitude,longitude,GEOID,NAME
2018,1048081,NEWCHURC,GEN,57.37244434296152,35.69533051718231,19.202720630208933,2.4746523575750654,8759,37.98867001,-75.53967558,51001090202,902.02
2018,5021016,SOUTHWES,LOAD,39.30793812079006,35.69533051718231,2.674882977508849,0.9379598127640142,8759,37.50207966,-77.5323324,51041100107,1001.07
2018,5021017,SOUTHWES,LOAD,39.30747916428817,35.69533051718231,2.674879552460328,0.9375099897248544,8759,37.50207966,-77.5323324,51041100107,1001.07
2018,5021018,SOUTHWES,LOAD,39.306923164744845,35.69533051718231,2.674970887087569,0.9368637972371272,8759,37.50207966,-77.5323324,51041100107,1001.07
2018,5021019,SOUTHWES,LOAD,39.30688320584543,35.69533051718232,2.675050804886404,0.9367462039045552,8759,37.50207966,-77.5323324,51041100107,1001.07
2018,5021036,GLASGOW,LOAD,33.72297180043386,35.69533051718232,-2.071919168854891,0.0993538075122727,8759,37.62484234,-79.48069516,51163930400,9304
2018,5021037,GLASGOW,LOAD,33.72297180043386,35.69533051718232,-2.071919168854891,0.0993538075122727,8759,37.62484234,-79.48069516,51163930400,9304
2018,5021066,BARTONVI,LOAD,37.60465121589221,35.69533051718232,1.7947162918141335,0.1146660577691517,8759,39.12957187,-78.20752686,51069050900,509
2018,5021067,BARTONVI,LOAD,37.60465121589221,35.69533051718232,1.7947162918141335,0.1146660577691517,8759,39.12957187,-78.20752686,51069050900,509
2018,5021139,CRAIGSVI,LOAD,36.33789359515927,35.69533051718232,0.4979906382007075,0.1446888914259618,8759,38.08285176,-79.38484134,51015070100,701
2018,5021155,DOUBLETO,LOAD,37.47957643566616,35.69533051718232,1.810694143167029,-0.0264368078547779,8759,39.06134905,-78.13704877,51043010200,102
2018,5021158,DUPONT,LOAD,34.85458613997031,35.69533051718232,-0.1149195113597437,-0.7259835597670964,8759,37.45327138,-77.43845776,51041100300,1003
2018,5021159,DUPONT,LOAD,34.853401073181864,35.69533051718232,-0.1159025002854203,-0.7261890626783876,8759,37.45327138,-77.43845776,51041100300,1003
2018,5021160,DUPONT,LOAD,34.85458613997031,35.69533051718232,-0.1149195113597437,-0.7259835597670964,8759,37.45327138,-77.43845776,51041100300,1003
2018,5021161,DUPONT,LOAD,34.853401073181864,35.69533051718232,-0.1159025002854203,-0.7261890626783876,8759,37.45327138,-77.43845776,51041100300,1003
2018,5021243,GORE APS,LOAD,38.05591734216235,35.69533051718232,1.846715378467863,0.514245918483845,8759,39.27620298,-78.36464218,51069050402,504.02
2018,5021244,GORE APS,LOAD,38.05591734216235,35.69533051718232,1.846715378467863,0.514245918483845,8759,39.27620298,-78.36464218,51069050402,504.02
2018,5021246,GRAFTON,LOAD,35.60984130608517,35.69533051718232,0.5444845301975109,-0.6302306199337822,8759,37.14913923,-76.4984995,51199050306,503.06
2018,5021247,GRAFTON,LOAD,35.60984130608517,35.69533051718232,0.5444845301975109,-0.6302306199337822,8759,37.14913923,-76.4984995,51199050306,503.06
2018,5021255,GREENWOO,LOAD,37.66437607032768,35.69533051718232,1.7916771320927052,0.1774334969745406,8759,39.15236609,-78.13148503,51069051001,510.01
2018,5021256,GREENWOO,LOAD,37.66437607032768,35.69533051718232,1.7916771320927052,0.1774334969745406,8759,39.15236609,-78.13148503,51069051001,510.01
2018,5021322,KLINESMI,LOAD,37.22740952163486,35.69533051718232,1.7478148190432692,-0.2157986071469345,8759,39.05412251,-78.25515661,51069050600,506
2018,5021428,NSHE APS,LOAD,39.339442858773815,35.69533051718232,3.442125813449022,0.2021338052289073,8759,38.52692713,-78.620324,51139030500,305
2018,5021429,NSHE APS,LOAD,39.33800548007762,35.69533051718232,3.44389998858317,0.1989245347642424,8759,38.52692713,-78.620324,51139030500,305
2018,5021440,OLDCHAPE,LOAD,37.7582440917913,35.69533051718232,1.9020664459413164,0.1610103893138485,8759,39.15975987,-78.00807123,51043010102,101.02
2018,5021441,OLDCHAPE,LOAD,37.7582440917913,35.69533051718232,1.9020664459413164,0.1610103893138485,8759,39.15975987,-78.00807123,51043010102,101.02
2018,5021451,PAGE,LOAD,38.86342048179016,35.69533051718232,2.690310537732618,0.4780111884918369,8759,38.6696023,-78.45205357,51139030100,301
2018,5021452,PAGE,LOAD,38.862292499143734,35.69533051718232,2.6898618563762997,0.4773318872017353,8759,38.6696023,-78.45205357,51139030100,301
2018,5021453,PAGE,LOAD,38.86342048179016,35.69533051718232,2.690310537732618,0.4780111884918369,8759,38.6696023,-78.45205357,51139030100,301
2018,5021485,REDBUD,LOAD,37.72847813677362,35.69533051718232,1.7780420139285316,0.2553693343989041,8759,39.21197165,-78.13499188,51069051102,511.02
2018,5021486,REDBUD,LOAD,37.72847813677362,35.69533051718232,1.7780420139285316,0.2553693343989041,8759,39.21197165,-78.13499188,51069051102,511.02
2018,5021496,RIVERTON,LOAD,37.58705559995432,35.69533051718232,1.888754424021006,0.0030494348669939,8759,38.96540748,-78.17722791,51187020200,202
2018,5021540,SPERRYVI,LOAD,38.950297979221354,35.69533051718232,2.690311679415459,0.564938919968033,8759,38.65846951,-78.22062419,51157950200,9502
2018,5021550,STRASBUR,LOAD,42.40274232218293,35.69533051718232,6.737441488754427,-0.0299394908094531,8759,39.00164336,-78.35871382,51171040102,401.02
2018,5021551,STRASBUR,LOAD,42.40062335883095,35.69533051718232,6.737665258591166,-0.0322765155839707,8759,39.00164336,-78.35871382,51171040102,401.02
2018,5021745,RIVERTON,GEN,37.58829775088479,35.69533051718232,1.888923393081401,0.0041214750542298,8759,38.96540748,-78.17722791,51187020200,202
2018,5022437,HARRISON,EHV,34.95406096586368,35.69533051718232,0.1720139285306538,-0.9134604406895768,8759,38.81146883,-77.45130042,51059491301,4913.01
2018,10700750,BELLEHAV,LOAD,59.20561707957531,35.69533051718232,19.20910834570157,4.301428245233472,8759,37.54846186,-75.79083453,51001090800,908
2018,10700799,BELLEHAV,GEN,59.20561707957531,35.69533051718232,19.20910834570157,4.301428245233472,8759,37.54846186,-75.79083453,51001090800,908
2018,21601652,PERDUE,LOAD,58.69445484644364,35.69533051718232,19.209080945313392,3.7902888457586497,8759,37.74189181,-75.65576839,51001090500,905
2018,31020629,GREENWOO,LOAD,37.66419454275605,35.69533051718232,1.7916782737755454,0.1772519694029,8759,39.15236609,-78.13148503,51069051001,510.01
2018,32410481,ABINGDON,LOAD,36.57054800776344,35.69533051718232,1.7532869048978188,-0.8782589336682267,8759,36.72004621,-82.00796658,51191010501,105.01
2018,32410483,ABINGDON,LOAD,36.57054800776344,35.69533051718232,1.7532869048978188,-0.8782589336682267,8759,36.72004621,-82.00796658,51191010501,105.01
2018,32410515,ALUMRIDG,LOAD,38.99528028313738,35.69533051718232,3.1556764470829997,0.1444708300034249,8759,36.97539425,-80.39842021,51063920104,9201.04
2018,32410623,BENTMOUN,LOAD,39.7697008790958,35.69533051718232,4.364281310651908,-0.2899805913917113,8759,37.1783679,-80.11946681,51161030601,306.01
2018,32410625,BENTMOUN,LOAD,39.7697008790958,35.69533051718232,4.364281310651908,-0.2899805913917113,8759,37.1783679,-80.11946681,51161030601,306.01
2018,32410675,BLAINE,LOAD,39.21487841077749,35.69533051718232,3.411504737983786,0.1082041328918826,8759,37.05067776,-79.86572137,51067020400,204
2018,32410677,BLAINE,LOAD,39.21487841077749,35.69533051718232,3.411504737983786,0.1082041328918826,8759,37.05067776,-79.86572137,51067020400,204
2018,32410697,BONSACK,LOAD,39.96268523804088,35.69533051718232,4.57128895992693,-0.3040369905240325,8759,37.33308427,-79.87011864,51023040501,405.01
2018,32410733,BROOKVI2,LOAD,37.870552574494795,35.69533051718232,2.0721828975910457,0.1031430528599155,8759,37.37363957,-79.20443788,51680000902,9.02
2018,32410741,BRUSHTAV,LOAD,38.09621646306656,35.69533051718232,2.202238840050233,0.1988457586482475,8759,37.32299812,-79.25871096,51031020402,204.02
2018,32410753,BUCKHORN,LOAD,38.28558967918712,35.69533051718232,2.675744948053431,-0.0853590592533394,8759,37.13548877,-81.49585152,51185021101,211.01
2018,32410763,BURLING2,LOAD,39.94838794382921,35.69533051718232,4.656239296723369,-0.4032697796552119,8759,37.36126087,-79.96992235,51161030100,301
2018,32410801,CANDLERS,LOAD,37.59518209841304,35.69533051718232,1.9855714122616728,-0.0856547551090307,8759,37.3265735,-79.15561081,51031020200,202
2018,32410837,CATAWBA,LOAD,40.01802374700309,35.69533051718232,4.385707272519694,-0.0630163260646192,8759,37.33191545,-80.02633098,51161030100,301
2018,32410839,CATAWBA,LOAD,40.684184267610455,35.69533051718232,4.456152528827494,0.5329478250941887,8759,37.33191545,-80.02633098,51161030100,301
2018,32410841,CAVESPRI,LOAD,40.06725653613425,35.69533051718232,4.31728279483959,0.0548464436579518,8759,37.22845744,-80.00854958,51161030803,308.03
2018,32410843,CAVESPRI,LOAD,40.06725653613425,35.69533051718232,4.31728279483959,0.0548464436579518,8759,37.22845744,-80.00854958,51161030803,308.03
2018,32410849,CELANESE,LOAD,39.30084027857059,35.69533051718232,3.281594930928189,0.3240278570613081,8759,37.34679794,-80.76819536,51071930300,9303
2018,32410851,CELANESE,LOAD,39.30084027857059,35.69533051718232,3.281594930928189,0.3240278570613081,8759,37.34679794,-80.76819536,51071930300,9303
2018,32410853,CELANESE,LOAD,39.30084027857059,35.69533051718232,3.281594930928189,0.3240278570613081,8759,37.34679794,-80.76819536,51071930300,9303
2018,32410905,CLAYPOOL,LOAD,36.05860600525174,35.69533051718232,1.0786927731476197,-0.7156319214522211,8759,37.04524508,-81.77546367,51185020600,206
2018,32410907,CLEARBRO,LOAD,39.89622445484646,35.69533051718232,4.243528941660001,-0.0425196940289987,8759,37.2196944,-79.95315672,51770002900,29
2018,32410947,COLUMBIA,LOAD,32.62005023404498,35.69533051718232,-1.7919020436122832,-1.2834889827605889,8759,37.76092745,-78.17341753,51065020200,202
2018,32410979,COPPERRI,LOAD,36.32931613197855,35.69533051718232,1.7507306770179234,-1.116926589793355,8759,36.79432976,-82.46473789,51169030400,304
2018,32411115,DICKENS,LOAD,36.36376869505654,35.69533051718232,1.8925082772005937,-1.224236785021121,8759,36.84326457,-82.22726173,51167030600,306
2018,32411165,EDGEMONT,LOAD,39.55262016211896,35.69533051718232,3.6173535791757057,0.2401872359858431,8759,37.10222454,-80.46710169,51121021501,215.01
2018,32411187,ELKGARD2,LOAD,37.27366251855235,35.69533051718232,2.6824363511816394,-1.1042367850211212,8759,36.91476406,-81.996991,51167030404,304.04
2018,32411189,ELKGARD2,LOAD,37.27366251855235,35.69533051718232,2.6824363511816394,-1.1042367850211212,8759,36.91476406,-81.996991,51167030404,304.04
2018,32411245,FALLINGB,LOAD,39.73701107432358,35.69533051718232,3.823111085740379,0.2187464322411235,8759,37.13830302,-80.33119304,51121020900,209
2018,32411253,FIELDALE,LOAD,38.1799235072497,35.69533051718232,2.611457928987325,-0.126786162803973,8759,36.70912544,-79.93445629,51089010100,101
2018,32411259,FIELDALE,LOAD,38.14428359401757,35.69533051718232,2.627237127525971,-0.1782098413060851,8759,36.70912544,-79.93445629,51089010100,101
2018,32411261,FIELDALE,LOAD,38.14428359401757,35.69533051718232,2.627237127525971,-0.1782098413060851,8759,36.70912544,-79.93445629,51089010100,101
2018,32411263,FIELDALE,LOAD,38.07842105263159,35.69533051718232,2.53543326863797,-0.1523335997259961,8759,36.70912544,-79.93445629,51089010100,101
2018,32411283,FLETCHER,LOAD,36.31813905696997,35.69533051718232,1.3753156753053997,-0.7525117022491155,8759,37.11397828,-82.06905292,51027010700,107
2018,32411289,FLOYD,LOAD,38.94751341477338,35.69533051718232,3.062105263157893,0.1902055029112911,8759,36.92592942,-80.30859177,51063920103,9201.03
2018,32411301,FOREST2,LOAD,38.16356433382806,35.69533051718232,2.24432811964836,0.2241043498116224,8759,37.36345077,-79.29310555,51019030103,301.03
2018,32411325,FREMONT,LOAD,36.36764927503139,35.69533051718232,1.241605206073753,-0.569251056056627,8759,37.1298211,-82.39644841,51051040300,403
2018,32411329,FRIES,LOAD,40.630977280511466,35.69533051718232,4.737533965064499,0.198256650302546,8759,36.71525958,-80.98805527,51077060101,601.01
2018,32411331,FRIES,LOAD,40.630977280511466,35.69533051718232,4.737533965064499,0.198256650302546,8759,36.71525958,-80.98805527,51077060101,601.01
2018,32411389,GLENLYN,LOAD,39.076328347984926,35.69533051718232,3.051744491380293,0.3294462838223539,8759,37.36974301,-80.86129938,51071930300,9303
2018,32411391,GLENLYN,LOAD,39.076328347984926,35.69533051718232,3.051744491380293,0.3294462838223539,8759,37.36974301,-80.86129938,51071930300,9303
2018,32411403,GOMINGO,LOAD,37.47443886288391,35.69533051718232,1.931886060052517,-0.1528051147391254,8759,37.42663253,-79.08461772,51009010600,106
2018,32411421,GRASSYCR,LOAD,36.09107089850439,35.69533051718232,1.00214065532595,-0.6064196826121698,8759,37.17466483,-81.92254075,51027010600,106
2018,32411425,GRAVESMI,LOAD,37.92741979678044,35.69533051718232,2.107839936065757,0.1244034707158352,8759,37.39562631,-79.23619671,51019030103,301.03
2018,32411427,GRAVESMI,LOAD,37.92741979678044,35.69533051718232,2.107839936065757,0.1244034707158352,8759,37.39562631,-79.23619671,51019030103,301.03
2018,32411469,HANCOCK,LOAD,40.154047265669575,35.69533051718232,4.360390455531453,0.098508962210298,8759,37.26744642,-80.02305441,51775010501,105.01
2018,32411471,HANCOCK,LOAD,40.154047265669575,35.69533051718232,4.360390455531453,0.098508962210298,8759,37.26744642,-80.02305441,51775010501,105.01
2018,32411473,HANCOCK,LOAD,40.154047265669575,35.69533051718232,4.360390455531453,0.098508962210298,8759,37.26744642,-80.02305441,51775010501,105.01
2018,32411475,HANCOCK,LOAD,40.154047265669575,35.69533051718232,4.360390455531453,0.098508962210298,8759,37.26744642,-80.02305441,51775010501,105.01
2018,32411477,HANCOCK,LOAD,40.154047265669575,35.69533051718232,4.360390455531453,0.098508962210298,8759,37.26744642,-80.02305441,51775010501,105.01
2018,32411603,HUFFMAN,LOAD,39.80051489896105,35.69533051718232,4.615437835369333,-0.510324237926704,8759,36.77730114,-80.71930201,51035080100,801
2018,32411605,HUFFMAN,LOAD,39.80051489896105,35.69533051718232,4.615437835369333,-0.510324237926704,8759,36.77730114,-80.71930201,51035080100,801
2018,32411615,HUNTINCT,LOAD,40.08758534079231,35.69533051718232,4.337910720401868,0.054457129809339,8759,37.30857259,-79.93011714,51770000400,4
2018,32411677,INGLESST,LOAD,39.15777600182671,35.69533051718232,3.330928188149334,0.1316999657495147,8759,37.11704384,-80.59313942,51750010202,102.02
2018,32411691,IVYHILL,LOAD,38.47523804087224,35.69533051718232,2.729344674049549,0.0506245005137572,8759,37.42575301,-79.29093033,51019030101,301.01
2018,32411713,JOHNSONM,LOAD,38.20440118735012,35.69533051718232,2.383100810594813,0.1261570955588537,8759,37.24017236,-79.30200924,51031020403,204.03
2018,32411753,KIMBALLT,LOAD,39.37537161776457,35.69533051718232,3.3438246375156973,0.336394565589679,8759,37.35329063,-80.66672838,51071930200,9302
2018,32411755,KIMBALLT,LOAD,39.37537161776457,35.69533051718232,3.3438246375156973,0.336394565589679,8759,37.35329063,-80.66672838,51071930200,9302
2018,32411769,KUMIS,LOAD,39.79639114054116,35.69533051718232,4.431355177531683,-0.3303288046580658,8759,37.23690882,-80.17753991,51161030300,303
2018,32411807,LEBANON,LOAD,36.889293298321725,35.69533051718232,2.368346843246942,-1.1746203904555308,8759,36.92264493,-82.07051379,51167030202,302.02
2018,32411847,LONESOME,LOAD,38.6163979906382,35.69533051718232,2.659544468546638,0.2616851238725881,8759,37.23666153,-81.31395374,51185020200,202
2018,32412009,MONEL,LOAD,37.805689005594246,35.69533051718232,2.1039981733074535,0.0064459413175019,8759,37.45648548,-79.12426127,51009010506,105.06
2018,32412011,MONETA,LOAD,38.87240438406209,35.69533051718232,3.480851695399017,-0.303646534992579,8759,37.19526388,-79.61744947,51019030501,305.01
2018,32412031,MOSELEY,LOAD,39.27306541842678,35.69533051718232,3.2586025802032204,0.31925676447083,8759,37.35232939,-79.56578353,51019030401,304.01
2018,32412079,NBLACKSB,LOAD,39.84156524717432,35.69533051718232,4.057483731019522,0.0889039844731134,8759,37.27708188,-80.38097126,51121020500,205
2018,32412117,NEWLONDO,LOAD,38.147192601895185,35.69533051718232,2.2487133234387464,0.2033131636031508,8759,37.32910871,-79.30879958,51019030203,302.03
2018,32412175,OAKLEVEL,LOAD,38.56668569471401,35.69533051718232,2.97086082886174,-0.0994828176732504,8759,36.82143927,-79.93027797,51067020702,207.02
2018,32412231,PEAKCREE,LOAD,37.99862769722572,35.69533051718232,2.544792784564447,-0.2414385203790388,8759,37.04844348,-80.74781265,51155210201,2102.01
2018,32412233,PEAKCREE,LOAD,37.99862769722572,35.69533051718232,2.544792784564447,-0.2414385203790388,8759,37.04844348,-80.74781265,51155210201,2102.01
2018,32412239,PENHOOK,LOAD,38.34546523575752,35.69533051718232,2.85416942573353,-0.2039490809453133,8759,36.97884841,-79.61653232,51067020102,201.02
2018,32412245,PETERSMO,LOAD,39.20025916200479,35.69533051718232,3.1666640027400383,0.3384541614339535,8759,37.37210044,-80.79814558,51071930300,9303
2018,32412261,PINNACLE,LOAD,35.43924991437378,35.69533051718232,-0.0538828633405644,-0.202227423221829,8759,36.6669097,-80.4479937,51141030201,302.01
2018,32412263,PINNACLE,LOAD,35.43924991437378,35.69533051718232,-0.0538828633405644,-0.202227423221829,8759,36.6669097,-80.4479937,51141030201,302.01
2018,32412265,PIPERSGA,LOAD,39.92029797922138,35.69533051718232,4.632950108459876,-0.4080979563877158,8759,36.75858586,-80.74842048,51035080200,802
2018,32412267,PIPERSGA,LOAD,39.92029797922138,35.69533051718232,4.632950108459876,-0.4080979563877158,8759,36.75858586,-80.74842048,51035080200,802
2018,32412275,POAGESMI,LOAD,39.97799177988352,35.69533051718232,4.399869848156185,-0.1171572097271378,8759,37.19948276,-80.0346502,51161030601,306.01
2018,32412319,RAVENSWO,LOAD,35.29904555314535,35.69533051718232,-1.0318483845187787,0.6358933668226966,8759,38.79675185,-77.24370308,51059430400,4304
2018,32412345,REUSENS,LOAD,38.06953076835256,35.69533051718232,2.2320732960383576,0.1422879324123759,8759,37.46249542,-79.18712614,51680000100,1
2018,32412347,REUSENS,LOAD,38.07110857403815,35.69533051718232,2.2320721543555173,0.1438942801689691,8759,37.46249542,-79.18712614,51680000100,1
2018,32412357,RIDGEWAY,LOAD,37.80117022491151,35.69533051718232,2.4410937321612027,-0.3353362255965292,8759,36.58641859,-79.8386542,51089010500,105
2018,32412377,RIVERVIL,LOAD,38.98247631008108,35.69533051718232,2.4072588194999405,0.8802237698367393,8759,37.5111295,-78.91198683,51009010202,102.02
2018,32412379,RIVERVIL,LOAD,38.98247631008108,35.69533051718232,2.4072588194999405,0.8802237698367393,8759,37.5111295,-78.91198683,51009010202,102.02
2018,32412381,RIVERVIL,LOAD,38.98247631008108,35.69533051718232,2.4072588194999405,0.8802237698367393,8759,37.5111295,-78.91198683,51009010202,102.02
2018,32412383,ROANELST,LOAD,40.12565932184036,35.69533051718232,4.358471286676564,0.0720755794040415,8759,37.27560807,-79.99904598,51770000900,9
2018,32412385,ROANELST,LOAD,40.12565932184036,35.69533051718232,4.358471286676564,0.0720755794040415,8759,37.27560807,-79.99904598,51770000900,9
2018,32412387,ROANELST,LOAD,40.12565932184036,35.69533051718232,4.358471286676564,0.0720755794040415,8759,37.27560807,-79.99904598,51770000900,9
2018,32412389,ROANOKE,LOAD,39.8764482246832,35.69533051718232,4.190440689576433,-0.009182555086197,8759,37.25039131,-79.9208591,51770002800,28
2018,32412407,ROCKCAST,LOAD,38.52508733873731,35.69533051718232,3.114196826121701,-0.284454846443658,8759,37.13219084,-79.57128068,51019030501,305.01
2018,32412459,RUSTBURG,LOAD,37.624650074209384,35.69533051718232,1.9855714122616728,-0.056202762872474,8759,37.27718258,-79.10626852,51031020101,201.01
2018,32412473,SALTVILL,LOAD,38.82313848612855,35.69533051718232,4.087109259047836,-0.9595182098413068,8759,36.89548797,-81.75334542,51173030200,302
2018,32412475,SALTVILL,LOAD,38.54789930357346,35.69533051718232,3.8148921109715728,-0.9625493777828528,8759,36.89548797,-81.75334542,51173030200,302
2018,32412515,SCHRISTI,LOAD,39.53971457928988,35.69533051718232,3.9259858431327785,-0.0815424135175248,8759,37.1192675,-80.39790868,51121021000,210
2018,32412561,SHANNON,LOAD,34.61411119990864,35.69533051718232,-0.6077314761959108,-0.4734661491037792,8759,37.88256715,-78.04595556,51075400500,4005
2018,32412571,SHAWSVIL,LOAD,39.75792670396164,35.69533051718232,3.975660463523234,0.0870521749058111,8759,37.14759537,-80.26555339,51121021400,214
2018,32412597,SKIMMER,LOAD,39.040979563877166,35.69533051718232,2.5162187464322368,0.8297077291928298,8759,37.52011721,-79.35164297,51019030300,303
2018,32412609,SLYNCHBU,LOAD,37.823080260303705,35.69533051718232,2.0450907637858178,0.0828039730562849,8759,37.36193425,-79.17982079,51680001601,16.01
2018,32412611,SLYNCHBU,LOAD,37.823080260303705,35.69533051718232,2.0450907637858178,0.0828039730562849,8759,37.36193425,-79.17982079,51680001601,16.01
2018,32412615,SLYNCHBU,LOAD,37.92863112227422,35.69533051718232,2.071702249115194,0.1617433496974539,8759,37.36193425,-79.17982079,51680001601,16.01
2018,32412617,SLYNCHBU,LOAD,37.88316017810249,35.69533051718232,2.0595330517182293,0.1284142025345359,8759,37.36193425,-79.17982079,51680001601,16.01
2018,32412619,SLYNCHBU,LOAD,37.88316017810249,35.69533051718232,2.0595330517182293,0.1284142025345359,8759,37.36193425,-79.17982079,51680001601,16.01
2018,32412685,STARKEY,LOAD,40.05418312592764,35.69533051718232,4.383496974540475,-0.0246626327206302,8759,37.21172208,-79.9872354,51161030802,308.02
2018,32412799,TANKHILL,LOAD,39.034732275373905,35.69533051718232,3.3719499942915823,-0.0324603265212923,8759,37.00202307,-79.89815497,51067020802,208.02
2018,32412803,TAZEWELL,LOAD,37.984660349354975,35.69533051718232,2.623887430071926,-0.3346808996460781,8759,37.14809388,-81.54568417,51185020302,203.02
