pnode_id,pnode_name,pnode_type,pnode_subtype,zone,voltage_level,effective_date,termination_date
32418803,CAYUGA2 345 KV  CAY2,BUS,EXT,DOM,345 KV,2003-12-09T00:00:00,2017-06-02T00:00:00
34884747,TILLERY 115 KV  4_TOPOLO,BUS,EXT,DOM,115 KV,2004-09-15T00:00:00,2017-06-02T00:00:00
34885205,ALTAVSTA13 KV   TX2TLOAD,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885227,BLBRANDP69 KV   TX1,BUS,LOAD,DOM,69 KV,2005-05-01T00:00:00,2012-06-13T00:00:00
34885239,CARSON4 35 KV   TX1TLOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2011-05-25T00:00:00
34885241,CARTRFAB115 KV  TX2,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885263,CHATHAM413 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2012-10-10T00:00:00
34885267,CHESTER42 KV    SS3,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885271,CHESTER44 KV    RS6B,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885273,CHESTER44 KV    RSS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885275,CHESTER44 KV    RSS4,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885281,CHESTER44 KV    SS4,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885283,CHESTER44 KV    SS5,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885285,CHESTER44 KV    SS6,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885287,CHESTER44 KV    SS7,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885289,CHESTER44 KV    SS8,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885291,CHESTER44 KV    SX51,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885293,CHESTER44 KV    SX52,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885295,CHESTER414 KV   SX63,BUS,LOAD,DOM,14 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885297,CHESTER414 KV   SX64,BUS,LOAD,DOM,14 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885299,CLARKVDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2009-10-14T00:00:00
34885301,CLARKVIL13 KV   BUS,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2020-12-09T00:00:00
34885305,CLOVER  7 KV    RS2A,BUS,LOAD,DOM,7 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885307,CLOVER  7 KV    RS2B,BUS,LOAD,DOM,7 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885309,CLOVER  7 KV    SS1,BUS,LOAD,DOM,7 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885311,CLOVER  7 KV    SS2,BUS,LOAD,DOM,7 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885347,EVINGTDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885373,GLADYSDP69 KV   TX1,BUS,LOAD,DOM,69 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885383,HALIFXDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2019-03-13T00:00:00
34885385,HALIFXWR115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885387,HANOVER413 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885451,JONESTDP69 KV   TX1,BUS,LOAD,DOM,69 KV,2005-05-01T00:00:00,2012-06-13T00:00:00
34885469,KLOPMAN 69 KV   TX1,BUS,LOAD,DOM,69 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34885485,LAWRNCVL13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2007-05-16T00:00:00
34885487,LAWRNCVL13 KV   TX2,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2007-05-16T00:00:00
34885495,LOCKS   35 KV   TX6TLOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885501,MANCHSTR115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885529,NANNA4  22 KV   SS1,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885531,NANNA4  22 KV   SS2,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885533,NANNA4  35 KV   RSS1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885535,NANNA4  35 KV   RSS2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885537,NANNA4  35 KV   RSS3,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34885557,NRTHNECK13 KV   SH1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2024-03-13T00:00:00
34885567,NWEST   13 KV   TX7TLOAD,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2024-12-11T00:00:00
34885611,PORTERST115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885635,SANDERDP230 KV  TX1,BUS,LOAD,DOM,230 KV,2005-05-01T00:00:00,2024-03-13T00:00:00
34885697,TYLER   13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2013-05-22T00:00:00
34885721,WECO    13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885723,WECO    13 KV   TX2,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885725,WELCO   13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2023-06-07T00:00:00
34885745,AMPHIBAS115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885747,AMPHIBAS115 KV  TX2,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885763,BOWERSHL35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2008-05-14T00:00:00
34885769,CHESAPKE2 KV    SS1,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885771,CHESAPKE2 KV    SS2,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885773,CHESAPKE2 KV    SS4,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885775,CHESAPKE4 KV    ARS3,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885777,CHESAPKE4 KV    ARS5,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885779,CHESAPKE4 KV    RSS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885781,CHESAPKE4 KV    RSS4,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885783,CHESAPKE4 KV    SS3,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885789,CHRCHLND35 KV   TX1A2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2007-05-16T00:00:00
34885801,COPELDPK22 KV   TX1,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2019-12-11T00:00:00
34885803,COPELDPK22 KV   TX2,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885809,CRADOCK 35 KV   TX5,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2011-05-25T00:00:00
34885829,DOW     115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885829,DOW     115 KV  TX1,BUS,LOAD,DOM,115 KV,2018-03-16T00:00:00,2019-03-13T00:00:00
34885867,HICKORY 13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34885879,HUNTMNDP35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2018-12-12T00:00:00
34885889,KINGSFRK35 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2013-05-22T00:00:00
34885901,LEBANON413 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2020-03-11T00:00:00
34885915,LYNNHAVN13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2005-10-19T00:00:00
34885969,PENINSLA115 KV  NASA1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2014-01-10T00:00:00
34885971,PENINSLA115 KV  NASA2,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2014-01-10T00:00:00
34885989,SEWELLPT35 KV   TX7,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2007-05-16T00:00:00
34885999,SHELLBNK22 KV   TX1,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34886001,SHELLBNK22 KV   TX2,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34886003,SHELLBNK22 KV   TX4,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34886005,SHELLBNK22 KV   TX5,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34886017,SUFFOLK 13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886019,SUFFOLK 35 KV   TX4,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886021,SURRY4  4 KV    SS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886023,SURRY4  4 KV    SS2,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886025,SURRY4  35 KV   BUS5LOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886027,SURRY4  35 KV   BUS6LOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886029,SURRY4  35 KV   RSS4,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886033,TAUSSIG 13 KV   TX2,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886059,UCARBIDE115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886061,UNIONCMP13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2012-03-21T00:00:00
34886063,UNIONCMP13 KV   TX2,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2012-03-21T00:00:00
34886065,UNIONCMP13 KV   TX3,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2012-03-21T00:00:00
34886067,UNIONCMP13 KV   TX4,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2012-03-21T00:00:00
34886069,UNIONCMP14 KV   TX5,BUS,LOAD,DOM,14 KV,2005-05-01T00:00:00,2012-03-21T00:00:00
34886099,YADKIN4 35 KV   TX2TLOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2011-05-25T00:00:00
34886103,YORKTOW44 KV    RSS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2023-06-07T00:00:00
34886105,YORKTOW44 KV    RSS2,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2021-12-08T00:00:00
34886107,YORKTOW44 KV    SS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886109,YORKTOW44 KV    SS2,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886111,YORKTOW44 KV    SS3,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886113,YORKTOW435 KV   RSS3,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886125,ARCOLA  115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2014-01-10T00:00:00
34886159,BRAMTNDP230 KV  TX1,BUS,LOAD,DOM,230 KV,2005-05-01T00:00:00,2011-09-28T00:00:00
34886165,CANNONBR35 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886167,CANNONBR115 KV  AIRPORT,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886169,CATHARDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2021-05-19T00:00:00
34886171,CEDARGDP115 KV  DP1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2014-01-10T00:00:00
34886183,CLARENDN35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2018-09-21T00:00:00
34886185,CLARENDN35 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2018-09-21T00:00:00
34886195,CNTRVLIN230 KV  TX1,BUS,LOAD,DOM,230 KV,2005-05-01T00:00:00,2018-03-14T00:00:00
34886213,DOMINDP 115 KV  172,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2025-09-17T00:00:00
34886215,DOMINDP 115 KV  197,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2025-09-17T00:00:00
34886233,ELKRUNDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2012-10-10T00:00:00
34886271,GODWINDP115 KV  172,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2025-09-17T00:00:00
34886273,GODWINDP115 KV  197,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2025-09-17T00:00:00
34886291,IDYLWOO435 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2024-03-13T00:00:00
34886293,IDYLWOO435 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2024-03-13T00:00:00
34886351,POSSUMP42 KV    ARS1,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886353,POSSUMP42 KV    ARS3,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886355,POSSUMP42 KV    ARS4,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2008-05-14T00:00:00
34886357,POSSUMP42 KV    ARS5,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2008-05-14T00:00:00
34886359,POSSUMP42 KV    R5-1,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2008-05-14T00:00:00
34886361,POSSUMP42 KV    SS1,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2005-12-16T00:00:00
34886363,POSSUMP42 KV    SS2,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2005-12-16T00:00:00
34886365,POSSUMP42 KV    SS3,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886367,POSSUMP42 KV    SS4,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886369,POSSUMP42 KV    SS5,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886417,STERLNPK35 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886419,STERLNPK35 KV   TX3,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886421,STERLNPK35 KV   TX4,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886423,STJOHNS4115 KV  STJOHNDP,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886473,ALBEMARL35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2018-05-23T00:00:00
34886479,AVON4   115 KV  AVON4,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2009-12-16T00:00:00
34886493,BUXTON  34.5 KV BUXTON,BUS,LOAD,DOM,34.5 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886495,BUXTON  34.5 KV FRISCO,BUS,LOAD,DOM,34.5 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886503,CHOWAN  35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886509,CONSLDSL115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2021-05-19T00:00:00
34886525,EDENTON 13 KV   TX2,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886527,ELIZBETH35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886529,ELIZBETH35 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886545,HORNERTN35 KV   TX3,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2018-09-21T00:00:00
34886553,KITTYHWK35 KV   TX4LOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34886555,KITTYHWK35 KV   TX5LOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2014-04-10T00:00:00
34886567,MAYODP  115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886589,PANTEGO 115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886591,PARMELDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886595,PEAISLAN115 KV  PEATAP,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886597,PLYMOUT435 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886599,PLYMOUT435 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886603,ROBERSNV115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886607,RORAPIDS14 KV   SS1,BUS,LOAD,DOM,14 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886609,RORAPIDS14 KV   SS2,BUS,LOAD,DOM,14 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886615,SCOTLAND115 KV  NC,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2021-03-10T00:00:00
34886623,TARBORDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886627,TARBORO 115 KV  EMEMC,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886629,TARBORO 115 KV  TOWN-DP,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886631,TARBORO4230 KV  TX1,BUS,LOAD,DOM,230 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886637,VAUGHNDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2017-09-13T00:00:00
34886639,VOA     115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2018-09-21T00:00:00
34886641,VOA     115 KV  TX2,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2018-09-21T00:00:00
34886643,WAVES   115 KV  WAVES,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886655,WINDSDP 115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2022-09-14T00:00:00
34886657,WINFALL 35 KV   TX1,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886659,WINFALL 35 KV   TX3,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886669,BATHCO  20 KV   SS,BUS,LOAD,DOM,20 KV,2005-05-01T00:00:00,2020-03-11T00:00:00
34886677,BREMO4  2 KV    RSS3,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886679,BREMO4  2 KV    SS3,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2023-03-15T00:00:00
34886681,BREMO4  4 KV    RSS4,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2023-03-15T00:00:00
34886683,BREMO4  4 KV    SS4,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2023-03-15T00:00:00
34886685,BREMO4  35 KV   TX5,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2019-03-13T00:00:00
34886695,CASHCNDP230 KV  TX1,BUS,LOAD,DOM,230 KV,2005-05-01T00:00:00,2023-09-20T00:00:00
34886719,CULPERDP13 KV   TX1,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2005-12-16T00:00:00
34886721,CUNNGHDP115 KV  TX1,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2023-12-13T00:00:00
34886723,CUSHAW  2 KV    TX2,BUS,LOAD,DOM,2 KV,2005-05-01T00:00:00,2017-12-20T00:00:00
34886735,DOOMS4  35 KV   TX7TLOAD,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2011-05-25T00:00:00
34886781,GROTTOES22 KV   TX3,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2024-03-13T00:00:00
34886805,LOCUSTGR115 KV  LOCUSGDP,BUS,LOAD,DOM,115 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886815,MERCK5  35 KV   TX2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2024-06-12T00:00:00
34886829,MTSTORM44 KV    RSS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886831,MTSTORM44 KV    SS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886833,MTSTORM44 KV    SS2,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886835,MTSTORM44 KV    SS3,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2026-03-11T00:00:00
34886837,MTSTORM435 KV   RSS6,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886837,MTSTORM435 KV   RSS6,BUS,LOAD,DOM,35 KV,2018-09-21T00:00:00,2026-03-11T00:00:00
34886839,MTSTORM435 KV   SS2,BUS,LOAD,DOM,35 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886841,NBRANCH 4 KV    RSS1,BUS,LOAD,DOM,4 KV,2005-05-01T00:00:00,2006-03-01T00:00:00
34886873,STAUNTON13 KV   TX2,BUS,LOAD,DOM,13 KV,2005-05-01T00:00:00,2017-06-02T00:00:00
34886875,STAUNTON22 KV   TX1,BUS,LOAD,DOM,22 KV,2005-05-01T00:00:00,2018-05-23T00:00:00
34886969,CAPEFEAR14 KV   1155,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34886971,CAPEFEAR18 KV   1156,BUS,EXT,DOM,18 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34886975,CRVWOOD 230 KV  2301,BUS,GEN,DOM,230 KV,2006-10-01T00:00:00,2023-12-13T00:00:00
34886981,DARLCO  230 KV  230N,BUS,EXT,DOM,230 KV,2004-09-15T00:00:00,2017-06-02T00:00:00
34886983,DARLCO  230 KV  230S,BUS,EXT,DOM,230 KV,2004-09-15T00:00:00,2017-06-02T00:00:00
34887025,ICGST   115 KV  1151,BUS,EXT,DOM,115 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887027,ICGTGS  230 KV  2301,BUS,EXT,DOM,230 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887029,LEECPL  14 KV   1151,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887031,LEECPL  14 KV   1152,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887033,LEECPL  18 KV   1153,BUS,EXT,DOM,18 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887037,RICHCO  14 KV   IC01,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887039,RICHCO  14 KV   IC02,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887041,RICHCO  14 KV   IC03,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887043,RICHCO  14 KV   IC04,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887045,ROBINSON14 KV   115,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887047,ROBINSON18 KV   1151,BUS,EXT,DOM,18 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887065,SUTTON4 14 KV   1151,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887067,SUTTON4 14 KV   1152,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887069,SUTTON4 14 KV   115A,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887071,SUTTON4 14 KV   115B,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887073,SUTTON4 14 KV   115C,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887075,SUTTON4 24 KV   2303,BUS,EXT,DOM,24 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887087,WEATHRSP14 KV   1151,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887089,WEATHRSP14 KV   1152,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887091,WEATHRSP14 KV   1153,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887121,BUCKTIE 13 KV   1004,BUS,EXT,DOM,13 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887123,BUCKTIE 13 KV   100T,BUS,EXT,DOM,13 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887125,BUCKTIE 14 KV   1003,BUS,EXT,DOM,14 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887127,BUCKTIE 18 KV   1005,BUS,EXT,DOM,18 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887129,BUCKTIE 18 KV   1006,BUS,EXT,DOM,18 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887135,CLIFSID 13 KV   1001,BUS,EXT,DOM,13 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
34887137,CLIFSID 13 KV   1002,BUS,EXT,DOM,13 KV,2009-05-03T00:00:00,2017-06-02T00:00:00
