event_time,coef,se,ci_low,ci_high,n_cohorts_used
-4,0.7658281960579706,0.1113335042002731,0.5476145278254353,0.9840418642905059,5
-3,0.49924104790548957,0.10347773573994243,0.29642468585520243,0.7020574099557767,5
-2,-1.3711075856330002,0.3076827485755769,-1.9741657728411308,-0.7680493984248694,5
0,-0.9895678107609884,0.4915005587557896,-1.9529089059223361,-0.02622671559964085,5
1,-1.7306224666954169,0.5909310015788306,-2.888847229789925,-0.5723977036009089,5
2,0.896582211912337,0.16631513608122214,0.5706045451931416,1.2225598786315324,5
3,3.357652087284179,0.6666536996026007,2.0510108360630817,4.664293338505276,5
4,1.1881617955768902,0.7827068694202838,-0.345943668486866,2.7222672596406463,5
5,3.061928887117624,2.0995684507292123,-1.0532252763116325,7.17708305054688,5
