substation_name,latitude,longitude,pnode_match,pnode_id,type
BECO,39.02455767,-77.43713272,BECO,57967575,LOAD
BECO,39.02455767,-77.43713272,BECO,76427739,LOAD
BECO,39.02455767,-77.43713272,BECO,1183224741,LOAD
BECO,39.02455767,-77.43713272,BECO,2156109917,LOAD
BECO,39.02455767,-77.43713272,BECO,2156119639,LOAD
Beechwood DP,36.62635991,-78.19166045,BEECHDP,34885219,LOAD
Beechwood DP,36.62635991,-78.19166045,BEECHDP,1338422187,LOAD
Belle Haven Diesel Generation Facility,37.54846186,-75.79083453,BELLEHAV,10700750,LOAD
Belle Haven Diesel Generation Facility,37.54846186,-75.79083453,BELLEHAV,10700799,GEN
Bellwood,37.41737781,-77.43269174,BELLWOOD,34885223,LOAD
Bellwood,37.41737781,-77.43269174,BELLWOOD,34885225,LOAD
Belvoir,38.74144607,-77.13447072,BELVOIR,34886149,LOAD
Belvoir,38.74144607,-77.13447072,BELVOIR,34886151,LOAD
Benns Church,36.913018,-76.5758493,BENNSCH,2156110186,LOAD
Benns Church,36.913018,-76.5758493,BENNSCH,2156118361,GEN
Bent Mountain,37.1783679,-80.11946681,BENTMOUN,32410623,LOAD
Bent Mountain,37.1783679,-80.11946681,BENTMOUN,32410625,LOAD
Blaine,37.05067776,-79.86572137,BLAINE,32410675,LOAD
Blaine,37.05067776,-79.86572137,BLAINE,32410677,LOAD
Stonewall Energy Center,39.05800492,-77.54045958,BLMNTDOM,1338431559,GEN
Stonewall Energy Center,39.05800492,-77.54045958,BLMNTDOM,1338431560,GEN
Stonewall Energy Center,39.05800492,-77.54045958,BLMNTDOM,1338431561,GEN
Stonewall Energy Center,39.05800492,-77.54045958,BLMNTDOM,1348256193,LOAD
Stonewall Energy Center,39.05800492,-77.54045958,BLMNTDOM,1348256194,LOAD
Bloxoms Corner,37.0607401,-76.30026435,BLOXOMSC,34885759,LOAD
Bloxoms Corner,37.0607401,-76.30026435,BLOXOMSC,34885761,LOAD
Blue Ridge,37.38548831,-79.79839529,BLUE RIDGE,35024709,AGGREGATE
Bonsack,37.33308427,-79.87011864,BONSACK,32410697,LOAD
Boonsboro,37.43295365,-79.22913219,BOONSBOR,2156116806,LOAD
Boonsboro,37.43295365,-79.22913219,BOONSBOR,2156116996,GEN
Boonsboro,37.43295365,-79.22913219,BOONSBOR,2156117095,LOAD
Boxwood,37.59345529,-79.03242541,BOXWOOD,2156114563,LOAD
Boykins,36.6004468,-77.19368156,BOYKINS,34885765,LOAD
Braddock,38.8218653,-77.22356114,BRADDOCK,34886155,LOAD
Braddock,38.8218653,-77.22356114,BRADDOCK,34886157,LOAD
Braddock,38.8218653,-77.22356114,BRADDOCK,2156113762,GEN
Brambleton,38.96355793,-77.5490421,BRAMBLET,1107283198,LOAD
Brambleton,38.96355793,-77.5490421,BRAMBLET,1305122928,LOAD
Brambleton,38.96355793,-77.5490421,BRAMBLET,1356178171,EHV
Brambleton,38.96355793,-77.5490421,BRAMBLET,2156109918,LOAD
Brambleton,38.96355793,-77.5490421,BRAMBLET,2156109919,LOAD
Bremo Bluff,37.70973174,-78.28844858,BREMO4,1775815501,LOAD
Bremo Bluff,37.70973174,-78.28844858,BREMO4,2156119333,LOAD
Bristers,38.56312074,-77.59554124,BRISTERS,62871513,EHV
Broadford (765 kV),36.92167698,-81.67964533,BROADFORD,34509181,EHV
Brodnax,36.73435143,-78.01111496,BRODNAX,34885233,LOAD
Brookville,37.37363957,-79.20443788,BROOKVI2,32410733,LOAD
Brunswick,36.74140082,-77.92115071,BRUNSWICK,51206,AGGREGATE
Brush Tavern,37.32299812,-79.25871096,BRUSHTAV,32410741,LOAD
Brush Tavern,37.32299812,-79.25871096,BRUSHTAV,1369000218,LOAD
Buchanan Generation LLC,37.17548412,-81.96105499,BUCHANCO,2156109446,GEN
Buchanan Generation LLC,37.17548412,-81.96105499,BUCHANCO,2156109447,GEN
Buck Hydro,36.80809818,-80.93872682,BUCK,32418329,GEN
Buck Hydro,36.80809818,-80.93872682,BUCK,32418331,GEN
Buck Hydro,36.80809818,-80.93872682,BUCK,32418333,GEN
Buckhorn,37.13548877,-81.49585152,BUCKHORN,32410753,LOAD
Buckhorn,37.13548877,-81.49585152,BUCKHORN,1388601920,LOAD
Buena Vista,37.73222872,-79.35673672,BUENAVST,34886687,LOAD
Buena Vista,37.73222872,-79.35673672,BUENAVST,34886689,LOAD
Burlington,37.36126087,-79.96992235,BURLING2,32410763,LOAD
Burlington DP,36.57215819,-78.44491332,BURLINGT,93142,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,93143,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,93144,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,93145,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,1084390333,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,1165479554,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,1165479555,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,1207060704,LOAD
Burlington DP,36.57215819,-78.44491332,BURLINGT,1207060705,LOAD
Burlington DP,36.57215819,-78.44491332,BURLINGT,1305129844,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,1348263414,GEN
Burlington DP,36.57215819,-78.44491332,BURLINGT,1869174088,LOAD
Burlington DP,36.57215819,-78.44491332,BURLINGT,2156112855,GEN
Burton,36.90759809,-76.17297305,BURTON,34885767,LOAD
Burton,36.90759809,-76.17297305,BURTON,1218906760,LOAD
Byllesby 2,36.78448551,-80.93530349,BYLLESBY,32418335,GEN
Byllesby 2,36.78448551,-80.93530349,BYLLESBY,32418337,GEN
Byllesby 2,36.78448551,-80.93530349,BYLLESBY,32418339,GEN
Byllesby 2,36.78448551,-80.93530349,BYLLESBY,32418341,GEN
Byllesby 2,36.78448551,-80.93530349,BYLLESBY,1869178738,LOAD
Byllesby 2,36.78448551,-80.93530349,BYLLESBY,2156111012,GEN
Cambria,37.14251464,-80.41473651,CAMBRIA,1075443367,LOAD
Candlers Mountain,37.3265735,-79.15561081,CANDLERS,32410801,LOAD
Cannon Branch,38.74404775,-77.50301178,CANNONBR,2156109338,LOAD
Cannon Branch,38.74404775,-77.50301178,CANNONBR,2156114666,LOAD
Cannon Branch,38.74404775,-77.50301178,CANNONBR,2156114721,LOAD
Cannon Branch,38.74404775,-77.50301178,CANNONBR,2156114783,LOAD
Carson,37.08538825,-77.40587584,CARSON,35010339,EHV
Cartersville,37.65702131,-78.1277614,CARTERSV,34886693,LOAD
Carver,37.55573235,-77.44835885,CARVER,34885243,LOAD
Carver,37.55573235,-77.44835885,CARVER,34885245,LOAD
Carver,37.55573235,-77.44835885,CARVER,34885247,LOAD
Carver,37.55573235,-77.44835885,CARVER,34885249,LOAD
Cash's Corner,38.10383998,-78.2634541,CASHCNDP,2156114469,LOAD
Catawba,37.33191545,-80.02633098,CATAWBA,32410837,LOAD
Catawba,37.33191545,-80.02633098,CATAWBA,32410839,LOAD
Cave Spring,37.22845744,-80.00854958,CAVESPRI,32410841,LOAD
Cave Spring,37.22845744,-80.00854958,CAVESPRI,32410843,LOAD
Celanese,37.34679794,-80.76819536,CELANESE,32410849,LOAD
Celanese,37.34679794,-80.76819536,CELANESE,32410851,LOAD
Celanese,37.34679794,-80.76819536,CELANESE,32410853,LOAD
Centralia,37.37949755,-77.45344475,CENTRLIA,34885255,LOAD
Centralia,37.37949755,-77.45344475,CENTRLIA,34885257,LOAD
Centerville,37.3745952,-79.50196995,CENTRVIL,45565839,LOAD
Centerville,37.3745952,-79.50196995,CENTRVIL,45565841,LOAD
Chancellor,38.26225264,-77.58926238,CHANCELLOR,35010359,EHV
Charles City Road,37.51559168,-77.36597472,CHARLES CITY,1893549569,AGGREGATE
Charlottesville,38.04159285,-78.45782221,CHARLTSV,34886697,LOAD
Charlottesville,38.04159285,-78.45782221,CHARLTSV,34886699,LOAD
Chase City,36.8090598,-78.46555155,CHASECTY,34885261,LOAD
Chase City,36.8090598,-78.46555155,CHASECTY,2156110043,GEN
Chase City,36.8090598,-78.46555155,CHASECTY,2156112137,LOAD
Chatham,36.84947605,-79.38763529,CHATHAM4,34885265,LOAD
Chatham,36.84947605,-79.38763529,CHATHAM4,1097726418,LOAD
Chatham,36.84947605,-79.38763529,CHATHAM4,1305122390,LOAD
Chesapeake Energy Center,36.771,-76.303476,CHESAPKE,1305131304,GEN
Chesapeake Energy Center,36.771,-76.303476,CHESAPKE,1305131306,GEN
Chesapeake Energy Center,36.771,-76.303476,CHESAPKE,1356163765,GEN
Chesapeake Energy Center,36.771,-76.303476,CHESAPKE,1775828286,GEN
Chesapeake Energy Center,36.771,-76.303476,CHESAPKE,1775828287,GEN
Chesterfield,37.38180343,-77.38259826,CHESTERF,2156110110,LOAD
Chickahominy,37.4373762,-77.15852329,CHICKAHOMINY,35010341,EHV
Wallops Island,37.93421224,-75.37815417,CHINCOTE,49880,LOAD
Wallops Island,37.93421224,-75.37815417,CHINCOTE,49881,LOAD
Churchland,36.87106757,-76.37693635,CHRCHLND,34885787,LOAD
Churchland,36.87106757,-76.37693635,CHRCHLND,34885791,LOAD
Churchland,36.87106757,-76.37693635,CHRCHLND,57967571,LOAD
Churchland,36.87106757,-76.37693635,CHRCHLND,1292916186,GEN
CIA,38.95044621,-77.14816745,CIA,34886175,LOAD
CIA,38.95044621,-77.14816745,CIA,34886177,LOAD
CIA,38.95044621,-77.14816745,CIA,34886179,LOAD
CIA,38.95044621,-77.14816745,CIA,34886181,LOAD
Clarendon,38.8849596,-77.10463894,CLARENDN,2041963095,LOAD
Clarendon,38.8849596,-77.10463894,CLARENDN,2041963096,LOAD
Clark,38.90718246,-77.27127032,CLARK4,34886187,LOAD
Clark,38.90718246,-77.27127032,CLARK4,34886189,LOAD
Clark,38.90718246,-77.27127032,CLARK4,34886191,LOAD
Claypool Hill,37.04524508,-81.77546367,CLAYPOOL,32410905,LOAD
Claypool Hill,37.04524508,-81.77546367,CLAYPOOL,1348253482,LOAD
Claytor,37.07467364,-80.58412392,CLAYTOR,32418343,GEN
Claytor,37.07467364,-80.58412392,CLAYTOR,32418345,GEN
Claytor,37.07467364,-80.58412392,CLAYTOR,32418347,GEN
Claytor,37.07467364,-80.58412392,CLAYTOR,32418349,GEN
Clearbrook,37.2196944,-79.95315672,CLEARBRO,32410907,LOAD
Clifford,37.69493354,-79.01210208,CLIFFORD,2156111844,LOAD
Clifford,37.69493354,-79.01210208,CLIFFORD,2156111896,LOAD
Clifton Forge,37.81240178,-79.8241049,CLIFTNFG,34886701,LOAD
Clifton Forge,37.81240178,-79.8241049,CLIFTNFG,34886703,LOAD
Clifton Forge,37.81240178,-79.8241049,CLIFTNFG,2156109345,LOAD
Clifton,38.78120873,-77.39880676,CLIFTON,35010361,EHV
Clifton,38.78120873,-77.39880676,CLIFTON,1107290216,GEN
Bearskin,36.84785331,-79.47077898,CLIMAXDP,34885303,LOAD
Clinch River,36.93050929,-82.19803394,CLINCH RIVER 1-3,53178721,AGGREGATE
Clinchfield,36.98334816,-82.18283407,CLINCHFI,1869178795,LOAD
Clinchfield,36.98334816,-82.18283407,CLINCHFI,2156112326,LOAD
Clover,36.86621143,-78.70654368,CLOVER,34887781,GEN
Clover,36.86621143,-78.70654368,CLOVER,34887783,GEN
Clover,36.86621143,-78.70654368,CLOVER,35010343,EHV
Clover,36.86621143,-78.70654368,CLOVER,2156109765,GEN
Clover,36.86621143,-78.70654368,CLOVER,2156111770,GEN
Clover,36.86621143,-78.70654368,CLOVER,2156111847,GEN
Clover,36.86621143,-78.70654368,CLOVER,2156119116,LOAD
Clover,36.86621143,-78.70654368,CLOVER,2156119223,LOAD
Clover,36.86621143,-78.70654368,CLOVER,2156119319,LOAD
Clover,36.86621143,-78.70654368,CLOVER,2156119345,LOAD
Cloverdale 765kV,37.37447117,-79.90058706,CLOVERDALE,34509183,EHV
Cloverhill,38.719799,-77.499632,CLOVERHL,1107283217,LOAD
Cloverhill,38.719799,-77.499632,CLOVERHL,1107283218,LOAD
Cloverhill,38.719799,-77.499632,CLOVERHL,1666105591,LOAD
Cloverhill,38.719799,-77.499632,CLOVERHL,2156112396,LOAD
Cloverhill,38.719799,-77.499632,CLOVERHL,2156112403,LOAD
Colleen,37.71045345,-78.94650685,COLLEEN,1218904600,LOAD
Colleen,37.71045345,-78.94650685,COLLEEN,1218904601,LOAD
Colony,37.10745168,-76.50412403,COLONY,34885793,LOAD
Colony,37.10745168,-76.50412403,COLONY,34885795,LOAD
Colony,37.10745168,-76.50412403,COLONY,34885797,LOAD
Columbia,37.76092745,-78.17341753,COLUMBIA,32410947,LOAD
Birchwood,38.28668182,-77.23107827,COMORNDP,45565869,LOAD
Copper Ridge,36.79432976,-82.46473789,COPPERRI,32410979,LOAD
Covington,37.76931997,-79.98599993,COVINGTN,34886707,LOAD
Covington,37.76931997,-79.98599993,COVINGTN,34886709,LOAD
Craigsville,38.08285176,-79.38484134,CRAIGSVI,5021139,LOAD
Cranes Corner,38.35364279,-77.45586288,CRANESCR,34886197,LOAD
Cranes Corner,38.35364279,-77.45586288,CRANESCR,34886199,LOAD
Cranes Corner,38.35364279,-77.45586288,CRANESCR,53049069,GEN
Crewe,37.16504501,-78.13068406,CREWE,34885313,LOAD
Crittenden,36.88344273,-76.52505959,CRITTNDN,34885811,LOAD
Crozet,38.08471039,-78.69854023,CROZET,34886713,LOAD
Crozet,38.08471039,-78.69854023,CROZET,45565889,LOAD
NOVEC Country Club,38.60890217,-77.31904236,CTRYCLDP,34886209,LOAD
NOVEC Country Club,38.60890217,-77.31904236,CTRYCLDP,1388604634,LOAD
Cub-Run DP,38.87509557,-77.47041094,CUBRUNDP,34886211,LOAD
Culpeper,38.46946279,-77.9932396,CULPEPER,34886715,LOAD
Culpeper,38.46946279,-77.9932396,CULPEPER,34886717,LOAD
Cunningham,37.86864966,-78.37414532,CUNNINGHAM,35010377,EHV
Cushaw,37.59288534,-79.38044883,CUSHAW,34887977,GEN
Cushaw,37.59288534,-79.38044883,CUSHAW,1666106052,LOAD
Danieltown,36.90325194,-77.99377321,DANLTNDP,34885319,LOAD
Danville New Design Plant,36.63167603,-79.39757009,DANVILPL,93353405,LOAD
Danville New Design Plant,36.63167603,-79.39757009,DANVILPL,93353407,LOAD
Darbytown CTS,37.49903853,-77.36935751,DARBYTWN,34887787,GEN
Darbytown CTS,37.49903853,-77.36935751,DARBYTWN,34887789,GEN
Darbytown CTS,37.49903853,-77.36935751,DARBYTWN,34887791,GEN
Darbytown CTS,37.49903853,-77.36935751,DARBYTWN,34887793,GEN
Davis,36.85186452,-76.17562484,DAVIS2,1123174785,LOAD
Davis Drive,38.98971499,-77.41193244,DAVISDRV,1869181762,LOAD
Davis Drive,38.98971499,-77.41193244,DAVISDRV,2156109574,LOAD
Davis Drive,38.98971499,-77.41193244,DAVISDRV,2156119179,LOAD
Davis Drive,38.98971499,-77.41193244,DAVISDRV,2156119430,LOAD
Dayton,38.40984017,-78.92815215,DAYTON,34886725,LOAD
Dayton,38.40984017,-78.92815215,DAYTON,34886727,LOAD
Dearington,37.40926649,-79.1644203,DEARINGT,2156111804,LOAD
Dearington,37.40926649,-79.1644203,DEARINGT,2156111836,LOAD
Deep Creek,36.76429758,-76.34346028,DEEP CREEK 1-2,44160039,AGGREGATE
Dickens,36.84326457,-82.22726173,DICKENS,32411115,LOAD
Disputanta,37.1102893,-77.22521267,DISPUTNT,34885321,LOAD
Dooms,38.10703457,-78.84909718,DOOMS,35010379,EHV
Double Toll Gate,39.06134905,-78.13704877,DOUBLETO,5021155,LOAD
Double Toll Gate,39.06134905,-78.13704877,DOUBLETO,47012201,LOAD
Double Toll Gate,39.06134905,-78.13704877,DOUBLETO,1292903422,LOAD
Double Toll Gate,39.06134905,-78.13704877,DOUBLETO,1292915429,GEN
Dranesville,38.97939788,-77.36155865,DRANESVL,34886217,LOAD
Dranesville,38.97939788,-77.36155865,DRANESVL,34886219,LOAD
Dranesville,38.97939788,-77.36155865,DRANESVL,76427741,LOAD
Dryburg,36.82004704,-78.73600977,DRYBURG,34885325,LOAD
Dryburg,36.82004704,-78.73600977,DRYBURG,34885327,LOAD
Dulles,38.94537623,-77.43175955,DULLES,34886221,LOAD
Dulles,38.94537623,-77.43175955,DULLES,34886223,LOAD
Dulles,38.94537623,-77.43175955,DULLES,34886225,LOAD
Dulles,38.94537623,-77.43175955,DULLES,34886227,LOAD
Dulles,38.94537623,-77.43175955,DULLES,1218907047,LOAD
Dulles,38.94537623,-77.43175955,DULLES,2156111271,LOAD
Dumfries,38.58730618,-77.3059351,DUMFRIES,34886229,LOAD
Dumfries,38.58730618,-77.3059351,DUMFRIES,34886231,LOAD
Dunnsville,37.85277896,-76.81263913,DUNNSVIL,34885329,LOAD
Dunnsville,37.85277896,-76.81263913,DUNNSVIL,1132286178,LOAD
Dupont,37.45327138,-77.43845776,DUPONT,5021158,LOAD
Dupont,37.45327138,-77.43845776,DUPONT,5021159,LOAD
Dupont,37.45327138,-77.43845776,DUPONT,5021160,LOAD
Dupont,37.45327138,-77.43845776,DUPONT,5021161,LOAD
Dupont Waynesboro,38.0611923,-78.88086204,DUPWAYNE,34886739,LOAD
Dupont Waynesboro,38.0611923,-78.88086204,DUPWAYNE,34886741,LOAD
East Danville,36.60368389,-79.3479462,EDANVILL,2041956661,LOAD
East Danville,36.60368389,-79.3479462,EDANVILL,2156110812,LOAD
Edgemont,37.10222454,-80.46710169,EDGEMONT,32411165,LOAD
Edinburg,38.83404615,-78.5360772,EDINBUR4,34886749,LOAD
Edinburg,38.83404615,-78.5360772,EDINBUR4,34886751,LOAD
Elizabeth River Power Station,36.77374549,-76.31172605,ELIZRIV,1218906801,LOAD
Elizabeth River Power Station,36.77374549,-76.31172605,ELIZRIV,1552845076,GEN
Elizabeth River Power Station,36.77374549,-76.31172605,ELIZRIV,1552845077,GEN
Elizabeth River Power Station,36.77374549,-76.31172605,ELIZRIV,1552845078,GEN
Elk Garden,36.91476406,-81.996991,ELKGARD2,32411187,LOAD
Elk Garden,36.91476406,-81.996991,ELKGARD2,32411189,LOAD
Elk Garden,36.91476406,-81.996991,ELKGARD2,2156110813,LOAD
Pleasant Valley,38.85859386,-77.50687322,ELKLCKDP,1388604816,LOAD
Pleasant Valley,38.85859386,-77.50687322,ELKLCKDP,1388604817,LOAD
Elko,37.47725917,-77.23744483,ELKO4,74008661,LOAD
Elko,37.47725917,-77.23744483,ELKO4,1084384387,LOAD
Elko,37.47725917,-77.23744483,ELKO4,2156109183,GEN
Elk Run,38.55627275,-77.70973563,ELKRUNDP,1097726960,LOAD
Elkton D.P.,38.3530038,-78.6663132,ELKTONDP,34886755,LOAD
Elmont,37.6977958,-77.48471147,ELMONT,35010345,EHV
Emporia,36.69586061,-77.5596501,EMPORIA,34885343,LOAD
Emporia,36.69586061,-77.5596501,EMPORIA,48934201,GEN
Emporia,36.69586061,-77.5596501,EMPORIA,2156117682,LOAD
National Welders Ind,37.33964444,-77.32325939,ENON4,34885345,LOAD
National Welders Ind,37.33964444,-77.32325939,ENON4,2156115043,LOAD
National Welders Ind,37.33964444,-77.32325939,ENON4,2156115685,GEN
Enterprise,39.00222414,-77.48039052,ENTRPRIS,1183224936,LOAD
Enterprise,39.00222414,-77.48039052,ENTRPRIS,1183224937,LOAD
Enterprise,39.00222414,-77.48039052,ENTRPRIS,2156110187,LOAD
Fairfield,37.8705064,-79.30672405,FAIRFELD,34886761,LOAD
Falling Branch,37.13830302,-80.33119304,FALLINGB,32411245,LOAD
Farmville,37.31142158,-78.3930341,FARMVILL,34885349,LOAD
Farmville,37.31142158,-78.3930341,FARMVILL,34885351,LOAD
Farmville,37.31142158,-78.3930341,FARMVILL,34885353,LOAD
Farmville,37.31142158,-78.3930341,FARMVILL,1439646323,LOAD
Fentress,36.69045416,-76.19002867,FENTRESS,35010351,EHV
Ferncliff,37.93150951,-78.10540539,FERNCLIF,2041966814,LOAD
Fieldale,36.70912544,-79.93445629,FIELDALE,32411253,LOAD
Fieldale,36.70912544,-79.93445629,FIELDALE,32411259,LOAD
Fieldale,36.70912544,-79.93445629,FIELDALE,32411261,LOAD
Fieldale,36.70912544,-79.93445629,FIELDALE,32411263,LOAD
Fieldale,36.70912544,-79.93445629,FIELDALE,2156109761,GEN
Fieldale,36.70912544,-79.93445629,FIELDALE,2156109762,GEN
Fieldale,36.70912544,-79.93445629,FIELDALE,2156110447,LOAD
Fishersville,38.09569253,-78.95571892,FISHERSV,34886763,LOAD
Fishersville,38.09569253,-78.95571892,FISHERSV,34886765,LOAD
Fletchers Ridge,37.11397828,-82.06905292,FLETCHER,32411283,LOAD
Floyd,36.92592942,-80.30859177,FLOYD,32411289,LOAD
Floyd,36.92592942,-80.30859177,FLOYD,67719559,LOAD
Floyd,36.92592942,-80.30859177,FLOYD,2041956735,LOAD
Falls Church,38.88572746,-77.15769712,FLSCHURC,34886237,LOAD
Falls Church,38.88572746,-77.15769712,FLSCHURC,34886239,LOAD
Fluvanna P.S.,37.86735761,-78.37942772,FLUVANNA,34887979,GEN
Fluvanna P.S.,37.86735761,-78.37942772,FLUVANNA,34887981,GEN
Fluvanna P.S.,37.86735761,-78.37942772,FLUVANNA,34887983,GEN
Fluvanna P.S.,37.86735761,-78.37942772,FLUVANNA,34887985,GEN
Fluvanna P.S.,37.86735761,-78.37942772,FLUVANNA,35010381,EHV
Forest,37.36345077,-79.29310555,FOREST2,32411301,LOAD
Forest,37.36345077,-79.29310555,FOREST2,61482241,LOAD
Four Rivers,37.82178788,-77.44353517,FOURRIVR,34885359,LOAD
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856749,GEN
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856751,GEN
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856753,GEN
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856755,GEN
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856757,GEN
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856759,GEN
Four Rivers,37.82178788,-77.44353517,FOURRIVR,71856761,GEN
Franconia,38.73904943,-77.19379111,FRANCONA,34886241,LOAD
Franconia,38.73904943,-77.19379111,FRANCONA,34886243,LOAD
Franklin,36.9834625,-79.91829925,FRANKLIN,1123179265,GEN
Franklin,36.9834625,-79.91829925,FRANKLIN,1183231801,GEN
Franklin,36.9834625,-79.91829925,FRANKLIN,1305117388,LOAD
Franklin,36.9834625,-79.91829925,FRANKLIN,1305130206,GEN
Franklin,36.9834625,-79.91829925,FRANKLIN,2156110603,GEN
Franklin,36.9834625,-79.91829925,FRANKLIN,2156117325,GEN
Franklin,36.9834625,-79.91829925,FRANKLIN,2156117983,LOAD
Franklin,36.9834625,-79.91829925,FRANKLIN,2156118116,LOAD
Franklin,36.9834625,-79.91829925,FRANKLIN,2156118131,LOAD
Franklin,36.9834625,-79.91829925,FRANKLIN,2156118162,LOAD
Fredericksburg,38.30442241,-77.48324483,FRDRKSBG,34886245,LOAD
Fredericksburg,38.30442241,-77.48324483,FRDRKSBG,34886247,LOAD
Fredericksburg,38.30442241,-77.48324483,FRDRKSBG,34886249,LOAD
Fredericksburg,38.30442241,-77.48324483,FRDRKSBG,34886251,LOAD
Freeman DP,36.76420328,-77.70108816,FREEMAN,2041966764,LOAD
Freemont,37.1298211,-82.39644841,FREMONT,32411325,LOAD
Fries,36.71525958,-80.98805527,FRIES,32411329,LOAD
Fries,36.71525958,-80.98805527,FRIES,32411331,LOAD
Fries,36.71525958,-80.98805527,FRIES,2156109441,GEN
Front Royal,38.96852935,-78.17746336,FRONT ROYAL,1107333036,EHV
Fort Eustis,37.16228569,-76.54619558,FTEUSTIS,34885841,LOAD
Fort Eustis,37.16228569,-76.54619558,FTEUSTIS,34885843,LOAD
Fort Eustis,37.16228569,-76.54619558,FTEUSTIS,2156111795,LOAD
Fork Pickett,37.12094649,-77.93804953,FTPICKET,34885363,LOAD
Fork Pickett,37.12094649,-77.93804953,FTPICKET,34885365,LOAD
Fork Pickett,37.12094649,-77.93804953,FTPICKET,1666104976,LOAD
Fuller Road,38.50080254,-77.36493535,FULLERRD,1067162354,LOAD
Gainesville,38.79084529,-77.56517207,GAINESVL,34886253,LOAD
Gainesville,38.79084529,-77.56517207,GAINESVL,34886255,LOAD
Gainesville,38.79084529,-77.56517207,GAINESVL,51519931,LOAD
Gallows Road,38.85442877,-77.21914412,GALLWSRD,34886257,LOAD
Gallows Road,38.85442877,-77.21914412,GALLWSRD,34886259,LOAD
Garden Creek,37.20653433,-82.00870517,GARDEN CREEK 1-2,35102823,AGGREGATE
Garner DP,37.89372551,-76.50641924,GARNERDP,34885367,LOAD
Garrisonville,38.45567963,-77.48973414,GARRISON,67719561,LOAD
George Street,37.32730768,-79.18306746,GEORGEST,1369000716,LOAD
Glasgow,37.62484234,-79.48069516,GLASGOW,5021036,LOAD
Glasgow,37.62484234,-79.48069516,GLASGOW,5021037,LOAD
Glen Carlyn,38.86952651,-77.12929085,GLCARLYN,34886261,LOAD
Glen Carlyn,38.86952651,-77.12929085,GLCARLYN,34886263,LOAD
Glen Carlyn,38.86952651,-77.12929085,GLCARLYN,34886265,LOAD
Glebe,38.84164768,-77.05461594,GLEBE,34886267,LOAD
Glebe,38.84164768,-77.05461594,GLEBE,34886269,LOAD
Glen Lyn,37.36974301,-80.86129938,GLENLYN,32411389,LOAD
Glen Lyn,37.36974301,-80.86129938,GLENLYN,32411391,LOAD
Gomingo,37.42663253,-79.08461772,GOMINGO,32411403,LOAD
Goose Creek,39.07550887,-77.53146441,GOOSECRE,1356178195,EHV
Gordonsville Energy LP,38.12406512,-78.20421808,GORDONSV,34886771,LOAD
Gordonsville Energy LP,38.12406512,-78.20421808,GORDONSV,38367919,LOAD
Gordonsville Energy LP,38.12406512,-78.20421808,GORDONSV,38367921,LOAD
Gore,39.27620298,-78.36464218,GORE APS,5021243,LOAD
Gore,39.27620298,-78.36464218,GORE APS,5021244,LOAD
Goshen,37.96834452,-79.5092247,GOSHEN,48907,LOAD
Goshen,37.96834452,-79.5092247,GOSHEN,48908,LOAD
Goshen,37.96834452,-79.5092247,GOSHEN,74008591,LOAD
Gosport,36.79482702,-76.31207238,GOSPORT,34885845,LOAD
Gosport,36.79482702,-76.31207238,GOSPORT,34885847,LOAD
Grafton,37.14913923,-76.4984995,GRAFTON,5021246,LOAD
Grafton,37.14913923,-76.4984995,GRAFTON,5021247,LOAD
Kean Mtn and Grassy Creek,37.17466483,-81.92254075,GRASSYCR,32411421,LOAD
Graves Mill,37.39562631,-79.23619671,GRAVESMI,32411425,LOAD
Graves Mill,37.39562631,-79.23619671,GRAVESMI,32411427,LOAD
Green Run,36.79792287,-76.10728467,GREENRUN,34885853,LOAD
Green Run,36.79792287,-76.10728467,GREENRUN,34885855,LOAD
Greenway,39.00405042,-77.47959763,GREENWAY,41935445,LOAD
Greenway,39.00405042,-77.47959763,GREENWAY,57967577,LOAD
Greenway,39.00405042,-77.47959763,GREENWAY,83734357,LOAD
Greenway,39.00405042,-77.47959763,GREENWAY,1218907076,LOAD
Greenwich,36.84176562,-76.17497997,GREENWCH,34885857,LOAD
Greenwood,39.15236609,-78.13148503,GREENWOO,5021255,LOAD
Greenwood,39.15236609,-78.13148503,GREENWOO,5021256,LOAD
Greenwood,39.15236609,-78.13148503,GREENWOO,31020629,LOAD
Greenwood,39.15236609,-78.13148503,GREENWOO,83734407,GEN
Mt Airy,36.93689888,-79.36244031,GRETNA,34885377,LOAD
Mt Airy,36.93689888,-79.36244031,GRETNA,2156115610,LOAD
Otter River,37.05422683,-79.25305614,GRITDP,34885381,LOAD
Grottoes,38.26606908,-78.81281928,GROTTOES,34886779,LOAD
